ï»¿abstract_number,date,position,poster_id,presenter,row,sector,session,title,co_authors
"5271","12/04 12:00","27","P0075","Martin OBERMEIER","2","B","01b. Viral hepatitis (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Evaluation of the new DxI 9000 ACCESS anti-HCV assay","A. Ismail|B. Wolter|J. Geisler|R. Ehret|M. Obermeier"
"5288","12/04 12:00","28","P0076","Martin OBERMEIER","2","B","01b. Viral hepatitis (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Evaluation of the new DxI 9000 ACCESS HBsAg assay","A. Ismail|B. Wolter|J. Geisler|R. Ehret|M. Obermeier"
"5391","12/04 12:00","30","P0078","Tsung-Yu TSAI","2","B","01b. Viral hepatitis (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Acute HCV infection diagnosed by hepatitis C virus core antigen among people with HIV: an exploratory systematic review and meta-analysis","T. Tsai|G. Chen|H. Sun|C. Hung"
"5773","12/04 12:00","31","P0079","Oluwabukolami LANLOYE","2","B","01b. Viral hepatitis (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Influence of education level on the choice of hepatitis C virus self-testing: findings from Unitaid-funded STAR project in Nasarawa state, Nigeria","O. Lanloye|V. Adepoju|A. Oniyire|C. Umebido|H. Nwabueze|M. Strachan|K. Grabbe"
"5920","12/04 12:00","32","P0080","Gamze SANLIDAG ISBILEN","2","B","01b. Viral hepatitis (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Bone metabolism and management of bone diseases in patients with chronic hepatitis B","G. Sanlidag Isbilen|E. Cinar|D. Kaya|A. Parmaksizoglu Aydin|M. Tasbakan|T. Yamazhan"
"6379","12/04 12:00","33","P0081","Sumit Kumar RAWAT","2","B","01b. Viral hepatitis (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Outcomes of mitigating hepatitis B mother-to-child transmission through early detection and prophylaxis; a prospective study at a tertiary care centre","S. Rawat|V. Chouhan|R. Sharma"
"7144","12/04 12:00","34","P0082","Mafalda BRITES DE ARAÚJO LUCAS","2","B","01b. Viral hepatitis (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Molecular surveillance of hepatitis A virus in Portugal, 2015 to 2024: high-impact value for outbreak case detection","M. Lucas|E. Rosendal|S. Lino|R. Garrote|M. Garcia|E. Soares Dos Santos|R. De Sousa"
"7202","12/04 12:00","35","P0083","Harrison NWABUEZE","2","B","01b. Viral hepatitis (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Sex and age differences in the hepatitis C virus continuum of care among people living with HIV and key populations in Nasarawa state, Nigeria","H. Nwabueze|V. Adepoju|A. Oniyire|C. Umebido|O. Lanloye|M. Strachan|K. Grabbe"
"273","12/04 12:00","36","P0084","Jon SALMANTON-GARCIA","2","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Respiratory viruses in patients with haematological malignancy in Boreal autumn/winter 2023-2024","J. Salmanton-Garcia|F. Marchesi|M. Navrátil|K. Puikovics|M. Del Principe|M. Criscuolo|Y. Bilgin|N. Fracchiolla|A. Vena|A. Romano|I. Falces-Romero|N. Sgherza|I. Heras-Fernando|M. Biernat|M. Delia|P. Musto|D. Leotta|O. Cornely|L. Pagano"
"329","12/04 12:00","37","P0085","Soumyadip CHATTERJI","2","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Change in the epidemiology of influenza infection among cancer patients in the post-COVID era: insights from India","S. Chatterji|V. Franchi|P. Das|S. Bhattacharya"
"581","12/04 12:00","38","P0086","Karin GRIMM","2","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","The BEready pilot study: a population-based cohort to assess transmission of respiratory viral infections within households","K. Grimm|E. Hodel|L. Gasser|S. Wegmuller|S. Schuller|U. Magyar|F. Iff|E. Lim|L. Furrer|P. Bittel|N. Low|G. Wandeler|C. Hirzel"
"661","12/04 12:00","39","P0087","Tobias TUCHSCHERER","2","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Management of respiratory infections in primary care (RespiCare): a cluster-randomised, controlled crossover study with molecular point-of-care testing","A. Schrimpf|A. Bräsigk|T. Deutsch|S. Lippmann|M. Bleckwenn|T. Tuchscherer"
"669","12/04 12:00","40","P0088","Kübra AYKAC","2","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Hospitalisation due to influenza infection in children: a multicentre nationwide study","K. Aykac|H. Yakin Topcu|E. Dogan Ickin|G. Uluisik|O. Demir|M. Genceli|O. Metin Akcan|N. Mete Atasever|S. Ayper|E. Sahin Izci|N. Dalgic|E. Cakmak Taskin|F. Aksoy|E. Ciftci|C. Solmaz|M. Hacimustafaoglu|S. Kanik-Yuksek|A. Ozkaya-Parlakay|S. Ozen|H. Konca|P. Bayraktar|N. Coskun|S. Kus|A. Kara Aksay|D. Buyuktas Aytac|G. Akkoc|C. Ozlu|S. Kilic Kaya|E. Disci|S. Ilbay|L. Guder|G. Alkan|B. Ozyalvac|M. Emiroglu|D. Sener Okur|A. Bostan|G. Mardinoglu|O. Kilic|A. Telefon|M. Kilic Cil|P. Essizoglu|U. Celik|G. Ozgul Postuk|Z. Gayretli Aydin|G. Toy Usta|K. Celikkan|H. Karaoglu Asrak|M. Bicen|M. Asena|G. Avcu|C. Ekemen|A. Cakil Guzin|E. Karadag Oncel|S. Bayturan Sen|H. Sinav Utku|S. Oncel|M. Iseri Nepesov|O. Erdede|P. Kacar|M. Gulderen|A. Ozer|O. Kilicaslan|A. Karbuz|O. Cakici|E. Avci|B. Yasar|Z. Umit|N. Erdem|S. Sahinkaya|E. Gudeloglu|M. Sinanoglu|D. Ilhan|S. Kara|Y. Ekemen Keles|E. Kiymet|N. Gokay|E. Yesil|N. Kuyucu|B. Cura Yayla|H. Avci|A. Cengiz|Y. Ozsurekci"
"748","12/04 12:00","41","P0089","Gustavo SAINT-PIERRE CONTRERAS","2","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Characterization of adenovirus at the species level and association with the severity of acute respiratory infection in a Chilean paediatric population, 2022-2023","G. Saint-Pierre|L. Lizama|D. Vargas|D. Benadof|S. Ampuero"
"865","12/04 12:00","42","P0090","Joost VANHOMMERIG","2","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Respiratory syncytial virus (RSV) incidence estimates in primary care among adults aged 50 years and older in the Netherlands","J. Vanhommerig|C. Laarman|J. Van Summeren|M. Hooiveld|A. Meijer|A. Teirlinck|F. Stelma"
"997","12/04 12:00","43","P0091","David FISMAN","2","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Association between seasonal respiratory virus activity and invasive pneumococcal disease in central Ontario, Canada","A. Simmons|I. Berry|S. Buchan|A. Tuite|D. Fisman"
"1006","12/04 12:00","44","P0092","Boutheina EL KISSI","2","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Demographic, clinical and molecular epidemiology of respiratory syncytial virus infection in infants in central Tunisia","O. Kallala|B. El Kissi|W. Tombari|A. Dogui|J. Chemli|A. Trabelsi"
"1014","12/04 12:00","45","P0093","Amandine CAILLAULT","2","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Molecular characterisation of RSV infections in elderly patients during the 2023/2024 season","A. Caillault|L. Softic|P. Bay|A. Ly|A. Soulier|G. Melica|C. Rodriguez|N. De Prost|J. Pawlotsky|S. Fourati"
"1179","12/04 12:00","46","P0094","Yu LUO","2","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Diagnostic efficacy of different tests for influenza and their impact on clinical decision-making","Y. Luo|B. Hu"
"1185","12/04 12:00","47","P0095","Sunjoo KIM","2","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Analysis of myxovirus resistance protein A for diagnosis of respiratory viral infections","W. Choi|S. Kim"
"1356","12/04 12:00","48","P0096","Mieke SOENS","2","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Six-month persistence and safety of mRNA-based influenza or multicomponent influenza/COVID-19 vaccines versus licensed comparators in adults aged ≥18 years","M. Soens|D. Hsu|J. Cardona|L. Sher|K. Steil|A. Rudman Spergel|A. Figueroa|S. Osibajo|A. Buchanan|R. Chen|W. Deng|I. Wu|E. Du|B. Girard|A. Avanesov|B. Callendret|R. Nachbagauer|H. Zhou|R. Das|E. Wilson|L. Kostanyan"
"1370","12/04 12:00","1","P0097","Roberto FLORES","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","The cost-effectiveness of influenza vaccination for adults aged 50 years or older in Spain","A. Perez-Rubio|R. Flores|J. Ruiz-Aragon|S. Marquez-Pelaez|J. Sanchez-Alvarez|P. Alvarez|A. Osorio-Muriel|J. Mould-Quevedo"
"1386","12/04 12:00","2","P0098","Susanna BERGBRANT","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Patients at risk of developing severe influenza-associated illness can be recognised at the emergency department using basic clinical assessment","S. Bergbrant|N. Sundell|J. Westin|M. Wahllöf|L. Gustavsson"
"1513","12/04 12:00","4","P0100","Jana ZITHA","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Severe acute respiratory infection (SARI) due to RSV in Wales: burden, symptoms and clinical risks in sentinel emergency departments","J. Zitha|P. Kalapotharakou|T. Jones|A. Couzens|H. Rafferty|R. Heyburn|T. Bridges|C. Williams|J. Evans|C. Johnson|C. Moore|S. Cottrell"
"1567","12/04 12:00","5","P0101","Haryoug POO","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","A low pathogenic avian influenza A/Mallard/South Korea/KNU2019-34/2019 (H1N1) virus has the potential to increase the mammalian pathogenicity","H. Poo|J. Kim|J. Yang"
"1575","12/04 12:00","6","P0102","Zih-Syuan YANG","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Comparative analysis of galectin-3-mediated inflammasome activation in human and avian influenza A virus infections","Z. Yang|Y. Tung|S. Wang"
"1590","12/04 12:00","7","P0103","Manuel GIL MOSQUERA","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Development of a predictive severity scale for respiratory syncytial virus associated acute respiratory infection in adults at the emergency department","M. Gil Mosquera|R. Gomez Guerra|M. Fernandez Ruiz|A. Mata|E. Sanz|F. Lopez-Medrano|R. San Juan|L. Castro-Arias|J. Origuen|J. Aguado"
"1640","12/04 12:00","8","P0104","Elena PARIANI","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Monitoring the transmission and health care burden of respiratory viruses in emergency departments, Lombardy (northern Italy), 2023-2024","V. Navobi Porrello|F. Morani|S. Villa|F. Scovenna|M. Maffeo|G. Del Castillo|L. Vezzosi|F. Baldanti|D. Cereda|S. Buoro|S. Merler|P. Poletti|E. Pariani"
"1654","12/04 12:00","9","P0105","Sven REISTER","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Adaptation of commercial syndromic device for quantification of viral influenza A load in clinical samples","S. Jiménez-Guzmán|L. Penarrubia|S. Reister|D. Lueerssen|F. Van Deursen"
"1665","12/04 12:00","10","P0106","Veronik HUTSE","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Wastewater-based epidemiology of respiratory viruses: integration to conventional surveillance systems in Belgium","V. Hutse|H. Maloux|A. Meyers|M. Lesenfants|B. Verhaegen|J. Linussio|L. Van Poelvoorde|N. Roosens|P. Delputte|K. Van Hoorde|K. Blot|R. Janssens"
"1666","12/04 12:00","11","P0107","Sven REISTER","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Efficacy of syndromic IVD devices in identifying influenza A strains for pandemic preparedness","L. Penarrubia|S. Jiménez-Guzmán|R. Porco|C. Congost-Teixidor|G. Pueyo|C. Camprubi-Font|M. Cardenosa|M. Contreras|S. Reister|A. Mayorgas|D. Lueerssen|F. Van Deursen|M. Schwemmle|K. Ciminski"
"1691","12/04 12:00","12","P0108","Jingyi LIANG","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","A deep learning model leveraging environmental information improves the forecasting accuracy of respiratory syncytial virus with seasonal patterns","J. Liang|S. Luz|Y. Li|H. Nair"
"1704","12/04 12:00","13","P0109","Saverio CAINI","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","A comparative study of methods for estimating the timing of RSV epidemics: an analysis within the GERi (Global epidemiology of RSV in hospitalised and community care) study","L. Staadegaard|M. Del Riccio|S. Heemskerk|M. Duckers|R. Fasce|P. Bustos|S. Huang|C. Cohen|J. Moyes|S. Monge|I. Martinez Pino|M. Bangert|R. Kramer|F. Stelma|J. Van Summeren|S. Caini"
"1877","12/04 12:00","14","P0110","John WOODSIDE","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Characterisation of respiratory pathogen coinfection in the bivalent RSVpreF pivotal RENOIR efficacy study","E. Walsh|J. Woodside|G. Pérez Marc|D. Eiras|Q. Jiang|L. Chen|C. Llapur|Y. Fukushima|M. Rämet|L. Bont|N. Hussen|T. Mikati|M. Patton|A. Zareba|K. Ilangovan|M. Lino|E. Kalinina|K. Schneider|D. Cooper|K. Swanson|A. Anderson|A. Gurtman|I. Munjal"
"1913","12/04 12:00","15","P0111","Krispin HAJKOWICZ","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","The pandemic respiratory virus epidemiological surveillance trial (PREVENT)-metagenomics study: total RNASeq enhances community-based respiratory virus surveillance in the Australian flutracking network","K. Hajkowicz|E. Holmes|C. Esneau|K. Lowry|N. Niessen|N. Bartlett|M. Petrone|D. Boettiger|J. Davis"
"1921","12/04 12:00","16","P0112","Krispin HAJKOWICZ","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Respiratory syncytial virus burden of disease and molecular epidemiology in adults 50 years of age and older in Queensland, Australia: interim results from the 2024 season","K. Hajkowicz|K. Lowry|D. Lindsay|H. Peach|C. Lau"
"1970","12/04 12:00","17","P0113","Lisa Steen DUUS","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Effects of high-dose vs standard-dose quadrivalent influenza vaccine among patients with chronic lung disease: a prespecified secondary analysis of the DANFLU-1 trial","L. Duus|N. Johansen|D. Modin|K. Janstrup|A. Jensen|J. Nealon|S. Samson|R. Harris|M. Loiacono|C. Larsen|N. Landler|B. Claggett|S. Solomon|M. Landray|G. Gislason|L. Køber|P. Sivapalan|J. Jensen|T. Biering-Sørensen"
"2015","12/04 12:00","18","P0114","Diana TASHER","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Burden of RSV hospitalisations among high-risk vs low-risk children in the second year of life: insights from a multicentre retrospective study","K. Armoni Domany|A. Mandelberg|B. Nitzan|G. Inbal|M. Kamal|G. Michal|R. Mika|B. Moria|P. Dario|M. Merav|N. Elias|M. Orli|S. Rachel|S. Michal|S. Zohar|S. Shereen|G. Aharona|T. Diana"
"2064","12/04 12:00","19","P0115","Oguzhan ACET","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Burden and outcomes of RSV in adults aged 60 and older: a tertiary care analysis","O. Acet|S. Dirik|A. Kaya|G. Vatansever|A. Parmaksizoglu Aydin|C. Çiçek|M. Tasbakan"
"2119","12/04 12:00","20","P0116","Teena MATHEW","3","B","01c. Influenza and respiratory viruses (incl diagnostics & epidemiology, antiviral drugs, vaccines, treatment & susceptibility/resistance)","Clinical characteristics and outcomes in hospitalised older adults with community onset or nosocomial respiratory syncytial virus infection (RSV) in Auckland","T. Mathew|S. Cherukuri|M. Rogers|H. Bhally"
