id,sessionId,parentSessionId,title,location,date,timeRange,timezone,sessionType,category,chairName,chairCountry,presenterName,presenterCountry
515,EF030,NULL,"Viruses crossing the blood-brain barrier","Arena 3 |","14:45 - 15:45CETCMEePoster Flash Session",,CET,"ePoster Flash Session","01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
516,EF030,515,"Clinical characteristics and outcome of Herpes simplex virus type 1 and varicella zoster virus encephalitis: A prospective population-based cohort study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Laerke DUERLUND",Denmark
517,EF030,515,"Arbovirus associated neurological disease in adults and children in Brazil: a multicentre case-control study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Suzannah LANT","United Kingdom"
518,EF030,515,"Challenges in managing Central nervous system infections: Battling the Unknown Enemy, West Nile virus vs unknown etiology",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cosmin-Alexandru MARIN",Romania
519,EF030,515,"Spatial and temporal profiling of the immune responses induced by Japanese encephalitis virus in a mouse model",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zhihua OU",China
520,EF030,515,"Intrathecal immunoglobulin synthesis in tick-borne encephalitis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sambor S. GRYGORCZUK",Poland
521,EF030,515,"B and T cell responses to Tick-borne Encephalitis Virus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nuria MAYOLA DANES",Sweden
522,EF030,515,"Enterovirus infections in pediatric central nervous system (CNS) diseases: molecular epidemiology and neuroimaging insights",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Deepanjli SHARMA",India
523,EF030,515,"Neuroimaging findings and their correlation with autopsy findings: Prospective study on Rabies encephalitis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Madhav MOHATA",India
524,EF030,515,"Toxoplasma gondii IgG Screening and Central Nervous System Complications among People with HIV in the Combination Antiretroviral Therapy Era",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Taohung OU",China
525,EF031,NULL,"AMS around the world: know your data!","Arena 4 |","14:45 - 15:45CETCMEePoster Flash Session",,CET,"ePoster Flash Session","05. New antibacterial agents, PK/PD & Stewardship","Eoghan DE BARRA",Ireland,NULL,NULL
526,EF031,525,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Eoghan DE BARRA",IrelandChair
527,EF031,525,"Duration of antibiotic treatment for respiratory tract infections in primary care.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Carl LLOR",Spain
528,EF031,525,"Antibiotic prescribing for common acute infections in Pakistan - an analysis using IQVIA prescriber healthcare surveys",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nam NGUYEN","United Kingdom"
529,EF031,525,"Antibiotic prescribing for common acute infections in Egypt - an analysis using IQVIA prescriber healthcare surveys",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nam NGUYEN","United Kingdom"
530,EF031,525,"Population based analysis of the impact of Japan's AMR national action plan and the COVID-19 pandemic on antimicrobial prescription",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ryuji KOIZUMI",Japan
531,EF031,525,"Quality of antibiotic prescribing in Portuguese hospitals: a snapshot of the first National Antimicrobial Prescribing Survey.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Carlos PALOS",Portugal
532,EF031,525,"Evaluating the impact on 28-day mortality of different empiric AWaRe antibiotic treatment strategies for hospital-acquired infections across different hospital settings.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cherry LIM","United Kingdom"
533,EF031,525,"Update on WHO's Global antibiotic use surveillance system (GLASS-AMU)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Benedikt HUTTNER",Switzerland
534,EF031,525,"Harmonisation trajectory of Global-Point Prevalence Survey (Global-PPS) and WHO-PPS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ann VERSPORTEN",Belgium
535,EF031,525,"Implementation of prospective audit and feedback strategy in intensive care units: Analysis of antimicrobial prescription patterns in a Guatemalan tertiary care hospital",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Nancy SANDOVAL",Guatemala
536,EF033,NULL,"Current treatment options for invasive fungal infections","Arena 2 |","16:15 - 17:15CETCMEePoster Flash Session",,CET,"ePoster Flash Session","06. Fungal infection & disease","Andreas H. GROLL",Germany,NULL,NULL
537,EF033,536,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Andreas H. GROLL",GermanyChair
538,EF033,536,"The paediatric European Confederation of Clinical Mycology (ECMM) Quality (paed-EQUAL) Score for the management of candidaemia in children and neonates",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Zoi Dorothea PANA",Cyprus
539,EF033,536,"Prevalence rate, species distribution and antifungal susceptibility of bloodstream infections caused by rare yeasts of the Saccharomycetales order documented in 28 Brazilian medical centers",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Carolina PALAMIN BUONAFINE",Brazil
540,EF033,536,"Rezafungin showed high in vitro activity and very low resistance rate against a collection of yeasts causing fungaemia in patients admitted to a tertiary hospital in Madrid from 2014 to 2024",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jesus GUINEA",Spain
541,EF033,536,"Posaconazole Drug-Drug Interaction Potential is Similar Across Bodyweight",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Rebecca E. WRISHKO","United States"
542,EF033,536,"Phase 2, open-label, non-comparative clinical trial evaluating the safety and efficacy of posaconazole in paediatric patients 2 to <18 years old with invasive aspergillosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Hyoung Jin KANG","Republic Of"
543,EF033,536,"Activity of manogepix against a worldwide collection of mould isolates from 2023",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Marisa WINKLER","United States"
544,EF033,536,"Candida auris displays an inoculum effect with multiple antifungal drug classes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ronen BEN-AMI",Israel
545,EF033,536,"In vitro olorofim activity against Aspergillus spp clinical isolates collected as part as two national surveys on azole resistance conducted in Spain (ASPEIN II and III)",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jesus GUINEA",Spain
546,EF034,NULL,"Surgical site infections: epidemiology, risk factors, and prevention strategies","Arena 4 |","16:15 - 17:15CETCMEePoster Flash Session",,CET,"ePoster Flash Session","08. Healthcare-associated infections, infection prevention & control","Trisha PEEL",Australia,NULL,NULL
547,EF034,546,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Trisha PEEL",AustraliaChair
548,EF034,546,"Incidence of Surgical Site Infections (SSIs) from the automated patient-based surveillance system, SPICMI, France",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pascal ASTAGNEAU",France
549,EF034,546,"Beta-lactam versus non-beta-lactam antimicrobial prophylaxis and its association with the surgical site infection rate, a nationwide cohort study with 348 793 patients",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Selina LARGIADÈR",Switzerland
550,EF034,546,"Cutibacterium species in Neurosurgical Infections: Not Such a "Cute" Pathogen After All",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"James DONNELLY",Ireland
551,EF034,546,"The polymicrobial nature of wound infections in an emergency orthopaedic ward in Northern Nigeria - implications for treatment and patient outcome",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kate COOK","United Kingdom"
552,EF034,546,"Efficacy of Octenidine Dihydrochloride Versus Chlorhexidine Gluconate Solutions in Reducing Surgical-Site Infections in Total Hip and Knee Arthroplasty: A Comparative Analysis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Artsiom ABIALEVICH",Israel
553,EF034,546,"Impact on rates of surgical site infection of requiring pre-authorization of surgical antibiotic prophylaxis choice and post-operative antibiotic doses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Carmenchu Marie VILLAVICENCIO",Philippines
554,EF035,NULL,"Genomics in pathogen surveillance","Arena 1 |","17:15 - 18:15CETCMEePoster Flash Session",,CET,"ePoster Flash Session","04. Diagnostic microbiology","Vítor BORGES",Portugal,NULL,NULL
555,EF035,554,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Vítor BORGES",PortugalChair
556,EF035,554,"Genomic Surveillance of Invasive Group A Streptococcus in Argentina's 2023 Epidemic: Unveiling Hypervirulent emm1 Lineages and Pediatric emm12 Burden",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lucia CIPOLLA",Argentina
557,EF035,554,"Understanding the population structure of Moraxella catarrhalis using core-genome multilocus sequence typing",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Iman YASSINE","United Kingdom"
558,EF035,554,"Impact of the COVID-19 pandemic on the Streptococcus pyogenes clones causing adult invasive infections",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mario RAMIREZ",Portugal
559,EF035,554,"Unveiling the Hidden Complexity of Providencia: Genomic Insights into Species Reclassification and Antibiotic Resistance",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xu DONG",China
560,EF035,554,"Genomic description of outbreak of VIM-1 carrying Enterobacter in Switzerland suggests plasmid transmission between sequence types",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Helena SETH-SMITH",Switzerland
561,EF035,554,"Genomic epidemiology of Klebsiella pneumoniae bloodstream infections in a german tertiary centre: increased virulence in carbapenem-resistant strains",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Leonard KNEGENDORF",Germany
562,EF035,554,"Phylogenetic mixing and undetected circulation of multiple Candida auris lineages following recognition of imported cases in Italy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Vincenzo DI PILATO",Italy
563,EF035,554,"Using Long-Read Sequencing for Core Plasmid Multilocus Sequence Typing to Investigate Plasmid Relationships Among Bacterial Species in German Hospital Wastewater",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anurag Kumar BARI",Netherlands
564,EF035,554,"Screening for rectal colonization with multidrug-resistant pathogens: usage of rapid metagenomic long-read technology",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Srinithi PURUSHOTHAMAN",Switzerland
565,EF036,NULL,"Heads up! CNS infections","Arena 3 |","17:15 - 18:15CETCMEePoster Flash Session",,CET,"ePoster Flash Session","13. Case reports and case series (n less than 10)","Jacob BODILSEN",Denmark,NULL,NULL
566,EF036,565,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jacob BODILSEN",DenmarkChair
567,EF036,565,"Central Nervous System Involvement by Mycobacterium avium Complex in Advanced HIV: A Rare and Underdiagnosed Challenge",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Estefania SIENRA IRACHETA",Mexico
568,EF036,565,"Acute disseminated encephalomyelitis following bacterial meningoencephalitis – Two Case reports & Review of Literature",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Megha PRIYADARSHI",India
569,EF036,565,"Streptococcus equi Subspecies zooepidemicus Endocarditis and Meningitis in a 62-Year-Old Patient: A Case Report and Literature review",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Davide CHEMELLO",Italy
570,EF036,565,"Breaking barriers: meropenem-vaborbactam as a game-changer for KPC central nervous system infections",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Francesca PRATAVIERA",Italy
571,EF036,565,"Multidrug-Resistant Klebsiella pneumoniae Meningitis in the Absence of Intracranial Devices: A Case Report",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mariana CHUMBITA",Spain
572,EF036,565,"Triple Threat: Sequential Meningitis Infections in an Immunosuppressed Patient with Morganella morganii, Acinetobacter baumannii, and Vancomycin-resistant Enterococcus faecium",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Yasemin ÇAKIR KIYMAZ",Türkiye
573,EF036,565,"Invasive pulmonary Arthrographis kalrae infection with cerebral abscesses in an immunocompromised child",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Beatrice WINKEL",Netherlands
574,EF036,565,"Treatment of herpes simplex encephalitis with the helicase-primase inhibitor pritelivir in an immunocompromised patient",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Alexander BIRKMANN",Germany
575,EF036,565,"A case of influenza A (H1N1) encephalitis: Rare neurological implication in a healthy adult",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Naresh Kumar MIDHA",India
576,EF039,NULL,"Novel approaches to antiviral therapy","Arena 1 |","08:30 - 09:30CETCMEePoster Flash Session",,CET,"ePoster Flash Session","01. Viral infection & disease (incl COVID-19)","Pinyo RATTANAUMPAWAN",Thailand,NULL,NULL
577,EF039,576,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Pinyo RATTANAUMPAWAN",ThailandChair
578,EF039,576,"Obeldesivir exhibits broad anti-RSV activity and a high barrier to resistance in vitro and is efficacious in a non-human primate challenge model of RSV infection",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Jared PITTS","United States"
579,EF039,576,"EDP-323, a first-in-class, oral, RSV L-protein inhibitor reduces disease severity (respiratory mucus production) and accelerates viral clearance in a human viral challenge study",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"John DEVINCENZO","United States"
580,EF039,576,"A Combined In Silico and In Vitro Pipeline for Optimizing Nanobodies Targeting Surface Proteins of Pathogens: Applications to SARS-CoV-2, WNV, and Influenza A Virus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ciro Leonardo PIERRI",Italy
581,EF039,576,"Bemnifosbuvir and Remdesivir exhibit potent antiviral activity against tick-borne encephalitis virus in vitro",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Denis GRANDGIRARD",Switzerland
582,EF039,576,"Combinations of antiviral drugs demonstrating synergistic inhibition of multiple respiratory RNA viruses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Samuel ELLIS","United Kingdom"
583,EF039,576,"The safety and pharmacokinetics of ABI-5366, a novel, oral, long-acting HSV helicase-primase inhibitor: Interim results from a Phase 1a/1b study in healthy participants",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anuj GAGGAR","United States"
584,EF039,576,"Efficacy of ganciclovir against CMV infection is dependent on treatment initiation time",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Lalitya SUDARSONO",Netherlands
585,EF039,576,"Efficacy of molnupiravir and baloxavir against influenza A H1N1 infection in vitro and in vivo",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Danlei LIU",China
586,EF039,576,"Human defensin derived peptide showing broad antiviral activity against human adenoviruses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Xiankun WANG",China
587,EF040,NULL,"New frontiers in parasitic disease and migrant health research","Arena 3 |","08:30 - 09:30CETCMEePoster Flash Session",,CET,"ePoster Flash Session","07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
588,EF040,587,"Targeting metabolic bioenergetics: the ‘Achilles' heel' of Leishmania",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Deblina SARKAR",India
589,EF040,587,"Leishmaniasis in Southern Alicante (Spain): what is the new patient profile?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Mª Dolores HERNÁNDEZ RABADÁN",Spain
590,EF040,587,"Schistosoma haematobium infection is associated with oncogenic gene expression in cervical mucosa, with enhanced effects following treatment",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anna MERTELSMANN",Switzerland
591,EF040,587,"Associations between water and sanitation service, risk of intestinal schistosomiasis, infection intensity, and liver fibrosis in selected households living near Lake Albert: a descriptive cross-sectional study?",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Germain LAM","United Kingdom"
592,EF040,587,"Schistosomiasis detected by Screening of sub-Saharan African Unaccompanied Minor Refugees in Berlin between 2023 and 2024",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Gabriela EQUIHUA MARTINEZ",Germany
593,EF040,587,"NADPH oxidase of the mosquitoes and the antioxidant genes repertoire of the bacteria coordinate mosquito-bacteria interaction in midgut",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Baolin SONG",China
594,EF040,587,"Molecular detection and sequencing of the genes encoding the predicted enzymes; Amidase, NADH ubiquinone oxidoreductase, and sodium neurotransmitter symporter in Onchocerca volvulus",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Anabel ACHEAMPONG",Ghana
595,EF040,587,"Tuberculosis outcomes among international migrants living in Europe compared to the non-migrant population: a systematic review and meta-analysis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Giacomo GUIDO",Italy
596,EF041,NULL,"Contemporary diagnostic approaches for fungal infections","Arena 2 |","09:30 - 10:30CETCMEePoster Flash Session",,CET,"ePoster Flash Session","06. Fungal infection & disease","Ilse D. JACOBSEN",Germany,NULL,NULL
597,EF041,596,"Untitled Presentation",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Ilse D. JACOBSEN",GermanyChair
598,EF041,596,"Evaluation of persistence of C. auris colonization in a cohort of patients discharged from a C. auris endemic area",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Martina BAVASTRO",Italy
599,EF041,596,"A pilot study of digital retinal photography (DRP) and tele-ophthalmology of patients with candidemia.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Cornelius CLANCY","United States"
600,EF041,596,"Epidemiology and diagnosis of Pneumocystis pneumonia : a 11 years-surveillance in France",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Alexandre ALANIO",France
601,EF041,596,"Chronic pulmonary aspergillosis coexisting with pulmonary cystic echinococcosis: a global systematic review",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Aayush ADHIKARI",Nepal
602,EF041,596,"Implementation and performance of a universal Mucorales PCR assay for diagnosis of mucormycosis",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Allison HAAS","United States"
