Day,Local Time,Location,Category,Type of Session,Number/Code,Session Title,Presentation Title,Authors/Presenters,MAF Coverage,Priority Level ,Status,Comments,tracknames,presenters,additional_info,disclosures
Wednesday,12:00 PM - 12:25 PM,Global BugHub Stage,,,,Immigrant physicians in the US:  Time to acknowledge our privilege and move to action.,,,,,,,['Global BugHub Stage'],"[{'title': 'Toyin Nwafor, MD (she/her/hers)', 'affiliation': 'Senior Medical Director, HIV Prevention ViiV Healthcare durham, NC, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Wednesday,12:00 PM - 12:25 PM,BugHub Stage,,,,Physician Compensation Initiative - What does a Woman ID Physician Need to Know for Negotiations to be Successful?,,,,,,,['BugHub Stage'],[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Wednesday,12:30 PM - 12:55 PM,Global BugHub Stage,,,,CID Photo Quiz...the best of the Global ID Community,,,,,,,['Global BugHub Stage'],"[{'title': 'Rachel Bartash, MD', 'affiliation': 'Associate Professor Infectious Diseases Montefiore Medical Center Bronx, NY, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Wednesday,12:30 PM - 12:55 PM,BugHub Stage,,,,Physician Compensation Initiative - What does an ID Fellow Need to Know for Negotiations to be Successful?,,,,,,,['BugHub Stage'],[],All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Thursday,1:00 PM - 1:25 PM,BugHub Stage,,,,Forging Paths: Expanding the ID Workforce through Combined Training Opportunities,,,,,,,['BugHub Stage'],"[{'title': 'Jack Schneider, MD (he/him/his)', 'affiliation': 'Faculty Department of Medicine, Section of Infectious Diseases; Department of Pediatrics, Section of Infectious Diseases Indiana University School of Medicine Indianapolis, Indiana, United States'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Thursday,1:45 PM - 3:00 PM,Concourse 151,,,,68 - Challenging Consults in Mycology,,,,,,,"['Adult ID', 'Global ID', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'George Thompson, III, MD', 'affiliation': 'Professor Internal Medicine, Division of Infectious Diseases University of California Davis Medical Center Sacramento, CA, United States'}, {'title': 'Sarah Hammond, MD', 'affiliation': 'Director of Hematology/Oncology Infectious Diseases Infectious Diseases Division Massachusetts General Hospital Boston, MA, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'George R. Thompson, MD, III:  No relevant disclosure to display', 'Sarah P. Hammond, MD:  No relevant disclosure to display']"
Thursday,1:45 PM - 3:00 PM,Petree D,,,,69 - Changing the Vaccine Narrative: Building Confidence Across the Lifespan,,,,,,,"['Adult ID', 'Pediatric ID', 'Trainee', 'Transplant', 'COVID-19']","[{'title': 'C. Mary Healy, MD, FIDSA (she/her/hers)', 'affiliation': 'Associate Professor of Pediatrics, Infectious Diseases Baylor College of Medicine Houston, TX, United States'}, {'title': 'Kathryn Edwards, MD', 'affiliation': 'Professor of Pediatrics Emerita Vanderbilt University Medical Center Nashville, TN, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'C. Mary Healy, MD, FIDSA:  No relevant disclosure to display', 'Kathryn M. Edwards, MD:  No relevant disclosure to display']"
Thursday,1:45 PM - 3:00 PM,515 B,,,,70 - Clinical Metagenomics: Current State & Opportunities,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Transplant']","[{'title': 'Patricia Simner, PhD', 'affiliation': 'Associate Professor, Director of Bacteriology Johns Hopkins School of Medicine Baltimore, MD, United States'}, {'title': 'Senu Apewokin, MD', 'affiliation': 'Assoc Prof University of Cincinnati Mason, Ohio, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Patricia J. Simner, PhD:  No relevant disclosure to display', 'Senu Apewokin, MD:  No relevant disclosure to display']"
Thursday,1:45 PM - 3:00 PM,Petree C,,,,71 - How to Manage Infectious Diseases in Newly Resettled and Migrating People,,,,,,,"['Adult ID', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee']","[{'title': 'Srirama Josyula, MD (he/him/his)', 'affiliation': 'Clinical Instructor Harborview Medical Center, University of Washington'}, {'title': 'Carlos Franco-Paredes, MD, MPH', 'affiliation': 'Faculty Department of Medicine - Division of Infectious Diseases Hospital Infantil de Mexico, Mexico and Instituto Conmemorativo de la Salud, Panama Denver, CO, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Srirama Josyula, MD:  No financial relationships to disclose', 'Carlos Franco-Paredes, MD, MPH:  No financial relationships to disclose']"
Thursday,1:45 PM - 3:00 PM,502 A,,,,"72 - Ideas Are Great, Design and Implementation Are Better",,,,,,,"['Adult ID', 'Epi & Infection Control']","[{'title': 'Michael Calderwood, MD, MPH (he/him/his)', 'affiliation': 'Chief Quality Officer Section of Infectious Disease and International Health Dartmouth Hitchcock Medical Center Hanover, NH, United States'}, {'title': 'Sarah Krein, PhD, RN', 'affiliation': 'Research Scientist and Research Professor VA Ann Arbor Healthcare System and University of Michigan Ann Arbor, MI, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Thursday,1:45 PM - 3:00 PM,Concourse 152,,,,73 - Syphilis in the US: It's Unrelenting,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Transplant']","[{'title': 'Emily Erbelding, MD (she/her/hers)', 'affiliation': 'Director, Division of Microbiology and Infectious Disease NIAID National Institutes of Health Rockville, MD, United States'}, {'title': 'Colleen Kelley, MD, MPH (she/her/hers)', 'affiliation': 'Associate Professor of Medicine Emory University Decatur, GA, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Emily Erbelding, MD:  No financial relationships to disclose']"
Thursday,1:45 PM - 3:00 PM,515 A,,,,74 - One Size Fits All? Antimicrobial Dosing in Obesity That Matters,,,,,,,"['Adult ID', 'Trainee']","[{'title': 'Christopher Bland, PharmD, FCCP, FIDSA, BCPS', 'affiliation': 'Albert W. Jowdy Professor in Pharmacy Care Pharmacy University of Georgia College of Pharmacy Savannah, GA, United States'}, {'title': 'W. Justin Moore, PharmD, MS, BCPS, BCIDP (he/him/his)', 'affiliation': 'Practice Coordinator, Antimicrobial & Diagnostic Stewardship; ID Clinical Pharmacist Northwestern Medicine Chicago, IL, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Christopher M. Bland, PharmD, FCCP, FIDSA, BCPS:  No relevant disclosure to display', 'W. Justin Moore, PharmD, MS, BCPS, BCIDP:  No financial relationships to disclose']"
Thursday,1:45 PM - 3:00 PM,502 B,,,,75 - Stories From the Front Line of Adult & Pediatric Traumatic Injuries,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'Pediatric ID', 'Trainee']","[{'title': 'Angela Campbell, MD, MPH', 'affiliation': 'Medical Officer Coronavirus and Other Respiratory Viruses Division Centers for Disease Control and Prevention Atlanta, GA, United States'}, {'title': 'Michael Rajnik, MD', 'affiliation': 'Director, Division of Pediatric Infectious Diseases Uniformed Services University of the Health Sciences Bethesda, MD, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Michael Rajnik, MD:  No financial relationships to disclose']"
Thursday,1:45 PM - 3:00 PM,408 B,,,,76 - Strong Like Her: Women and HIV,,,,,,,"['HIV-STD-TB', 'Adult ID', 'Global ID', 'Pediatric ID', 'Trainee', 'Investigative ID']","[{'title': 'Aadia Rana, MD (she/her/hers)', 'affiliation': 'Professor of Medicine University of Alabama-Birmingham Heersink School of Medicine Birmingham, AL, United States'}, {'title': 'Seble Kassaye, MD, MS', 'affiliation': 'Associate Professor of Medicine Georgetown University Medical Center, Washington, DC Washington, DC, United States'}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Seble G. Kassaye, MD, MS:  No relevant disclosure to display']"
Thursday,1:45 PM - 3:00 PM,404 AB,,,,77 - Beyond the Virus: HIV Therapy and Co-Morbidities Research,,,,,,,"['Adult ID', 'Pediatric ID', 'HIV-STD-TB', 'Investigative ID']","[{'title': 'Ikwo Oboho, MD, ScM (she/her/hers)', 'affiliation': 'Director, Infection Prevention and Control, Associate Professor of Medicine VA North Texas Healthcare System, UT Southwestern Medical Center Dallas, TX Dallas, TX, United States'}, {'title': 'Samir Gupta, MD (he/him/his)', 'affiliation': 'Professor of Medicine Medicine/Infectious Diseases Indiana University School of Medicine Indianapolis, Indiana, United States'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Ikwo K. Oboho, MD, ScM:  No financial relationships to disclose', 'Samir K. Gupta, MD:  No relevant disclosure to display']"
Thursday,1:45 PM - 3:00 PM,408 A,,,,"78 - Infections in Transplant and Hematologic Malignancy Patients, Part 1",,,,,,,"['Adult ID', 'Transplant']","[{'title': 'Joshua Hill, MD', 'affiliation': 'Associate Professor Fred Hutchinson Cancer Center; University of Washington Seattle, WA, United States'}, {'title': 'Jennifer Chow, MD, MS (she/her/hers)', 'affiliation': 'Associate Professor of Medicine Division of Geographic Medicine and Infectious Diseases, Tufts Medical Center Boston, MA, United States'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Jennifer K. Chow, MD, MS:  No relevant disclosure to display']"
Thursday,1:45 PM - 3:00 PM,403 A,,,,79 - Late Breaker Abstract Session: Respiratory Viruses Across All Ages,,,,,,,"['Adult ID', 'Epi & Infection Control', 'Global ID', 'Investigative ID', 'HIV-STD-TB', 'Pediatric ID', 'Transplant']","[{'title': 'Judith Guzman-Cottrill, DO (she/her/hers)', 'affiliation': 'Professor, Pediatric Infectious Diseases Oregon Health & Science University Portland, OR, United States'}, {'title': 'Taison Bell, MD, MBA', 'affiliation': 'Associate Professor of Medicine UVA Health'}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,
Thursday,1:45 PM - 3:00 PM,403 B,,,,80 - Topics in Pediatric Antimicrobial Stewardship,,,,,,,"['Adult ID', 'Pediatric ID', 'Investigative ID', 'Global ID', 'Epi & Infection Control']","[{'title': 'Sonia Mehra, MD (she/her/hers)', 'affiliation': 'Dr Pediatric Infectious Diseases University of Utah Salt Lake City, UT, United States'}, {'title': 'Payal Patel, MD, MPH, FIDSA (she/her/hers)', 'affiliation': 'System Wide Director of Antimicrobial Stewardship Intermountain Healthcare Salt Lake City, UT, United States'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Sonia Mehra, MD:  No financial relationships to disclose']"
Thursday,1:45 PM - 3:00 PM,411,,,,81 - Trials and Interventions to Improve Antimicrobial Stewardship,,,,,,,"['Investigative ID', 'Epi & Infection Control']","[{'title': 'Daniel Livorsi, MD, MSC', 'affiliation': 'Assistant Professor University of Iowa Iowa City, IA, United States'}, {'title': 'Miranda So, PharmD MPH (she/her/hers)', 'affiliation': 'Manager, Antimicrobial Stewardship Program (SH-UHN ASP) University Health Network Mississauga, ON, Canada'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Daniel J. Livorsi, MD, MSC:  No relevant disclosure to display', 'Miranda So, PharmD MPH:  No financial relationships to disclose']"
Thursday,1:45 PM - 3:00 PM,Ballroom (West Hall B),,,,82 - Challenging Cases in Infectious Diseases,,,,,,,"['Adult ID', 'Global ID', 'HIV-STD-TB', 'Pediatric ID', 'Trainee', 'Transplant']","[{'title': 'Robert Read, MD (he/him/his)', 'affiliation': 'Professor of Infectious Diseases University of Southampton Southampton, England, United Kingdom'}, {'title': 'Zanthia Wiley, MD (she/her/hers)', 'affiliation': 'Associate Professor of Medicine Emory University Atlanta, GA, United States'}, {'title': 'Laila Woc-Colburn, MD (she/her/hers)', 'affiliation': 'Associate Professor, Division of Infectious Disease Emory University School of Medicine Decatur, GA, United States'}, {'title': 'Allan Tunkel, MD, PhD (he/him/his)', 'affiliation': 'Professor of Medicine and Medical Science Warren Alpert Medical School of Brown University Wakefield, RI, United States'}, {'title': 'Mosepele Mosepele, MD (he/him/his)', 'affiliation': 'Associate Professor University of Botswana Gaborone, Southern, Botswana'}, {'title': 'Dimitrios Kontoyiannis, MD', 'affiliation': 'Professor, Infectious Diseases Infectious Diseases, Infection Control and Employee Health The University of Texas MD Anderson Cancer Center Houston, TX, United States'}, {}, {}, {}, {}, {}]",All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,"['Disclosure(s):', 'Robert C. Read, MD:  No financial relationships to disclose', 'Zanthia Wiley, MD:  No financial relationships to disclose', 'Laila Woc-Colburn, MD:  No financial relationships to disclose', 'Allan R. Tunkel, MD, PhD:  No financial relationships to disclose', 'Mosepele Mosepele, MD:  No financial relationships to disclose', 'Dimitrios P. Kontoyiannis, MD:  No financial relationships to disclose']"
