poster_id,source_url,track_code,track_name,session_type,presentation_id,title,date,time,timezone,location,presenting_author_name,presenting_author_title,presenting_author_institution,presenting_author_location,total_presenting_authors,total_co_authors,all_presenting_authors,all_co_authors
43,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=43,,K. Tuberculosis and other Mycobacterial Infections,,P-1417,Correlation Between Imipenem Susceptibility and Clinical Response in Patients with Extra-Pulmonary Rapidly Growing Non-Tuberculous Mycobacterium Infections,"Tuesday, October 21, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Wantin Sribenjalux, MD.",Assistant Professor,"Faculty of Medicine, Khon Kaen University","Khon Kaen, Khon Kaen, Thailand",1,9,"Wantin Sribenjalux, MD.","Waewta Kuwatjanakul, n/a; Atibordee Meesing, MD.; Natapong Manomaiwong, MD.; Chanikarn Sinkijcharoenchai, n/a; Yotsakorn Leelapaiboon, n/a; Passapong Susangrat, n/a; Rujipas Chuenchomkit, n/a; Kornkamon Thamwiwat, n/a; Aunshistha Suebwattanapongkul, n/a"
44,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=44,Z1.,Z1. COVID-19 Epidemiology and screening,,P-1643,Cardiovascular Manifestations of Persistent COVID in Mexico,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Virtual,"Luis Del Carpio-Orantes, MD (he/him/his)",Researcher,"Grupo de Estudio para el Diagnóstico y Tratamiento de COVID-19 en Veracruz, México","Veracruz, Veracruz-Llave, Mexico",1,3,"Luis Del Carpio-Orantes, MD (he/him/his)","Daniela Trelles-Hernández, n/a; Sergio García-Méndez, n/a; Mayra Evelyn Quiñones-Martínez"
45,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=45,C7.,C7. Bacteremia,,P-33,Survival analysis in pediatric patients with sepsis and treatment with IgG enriched with IgM and IgA,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"JUAN P. ROJAS, MD, MSc (he/him/his)","Dr. Rojas is a highly qualified professional with a solid academic background in Medicine, Pediatric","Valle University, Libre University","CALI, Valle del Cauca, Colombia",1,5,"JUAN P. ROJAS, MD, MSc (he/him/his)","Diana Donneys, MD; José Gómez, MD, MSc; Mónica Gil, MD, MSc; Arieth Vargas, MD; Gastón Castillo, MD"
46,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=46,M1.,M1. Clinical studies of fungal infections,,P-1931,Aspergillosis-Attributable Death in the United States: Analysis of Death Certificate Data,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Craig I. Coleman, PharmD",Professor,University of Connecticut School of Pharmacy,"Storrs, CT, United States",1,4,"Craig I. Coleman, PharmD","Dakota Sicignano, PharmD; Matthew Mastropietro, PharmD; Belinda Lovelace, PharmD, MS, MJ; Thomas J. Walsh, MD, PhD (Hon), FIDSA, FAAM, FECMM"
47,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=47,M1.,M1. Clinical studies of fungal infections,,P-1962,"Risk Factors, Clinical Outcomes and Immune Dynamics of Candidemia in Patients with Hematological Disorder","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Zhangjie Chen, Bachelor (he/him/his)",PhD student,"Institute of Hematology & Blood Diseases Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College","Tianjin, Tianjin, China (People's Republic)",1,3,"Zhangjie Chen, Bachelor (he/him/his)","Sisi Zhen, Bachelor; Xin Chen, Master; Sizhou Feng, MD, PhD"
48,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=48,Y2.,Y2. Leadership development,,P-1579,Demonstrating Measurable Impact Within Infection Prevention and Control Through Certification,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jessica Dangles, MBA, MS, PMP, CAE",Executive Director,Certification Board of Infection Control and Epidemiology,"Arlington, VA, United States",1,1,"Jessica Dangles, MBA, MS, PMP, CAE","Mayar Al Mohajer, MD, MBA, MPH (he/him/his)"
49,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=49,H4.,H4. HIV: Treatment,,P-379,The Effect of SARS-CoV-2 Vaccination on HIV Viral Load in Patients Under Bictegravir/Tenofovir Alafenamide/Emtricitabine Therapy: A Retrospective Observational Study,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Giuseppe Pipitone, MD",Infectious Diseases Specialist,ARNAS Civico,"Palermo, Sicilia, Italy",1,7,"Giuseppe Pipitone, MD","Giacomo Ciusa, M.D.; Stefano Agrenzano, M.D.; Francesco Di Lorenzo, M.D.; Claudia Imburgia, M.D.; Caterina Sagnelli, Prof.; Antonio Cascio, Prof.; Chiara Iaria, M.D."
50,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=50,C7.,C7. Bacteremia,,P-68,Effect of hypoalbuminemia on blood culture clearance and outcomes in methicillin-susceptible Staphylococcus aureus bacteremia managed with antistaphylococcal penicillins or cefazolin,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Ryan W. W. Stevens, Pharm.D. (he/him/his)",Clinical Pharmacist,Mayo Clinic,"Rochester, MN, United States",1,6,"Ryan W. W. Stevens, Pharm.D. (he/him/his)","Daniel C. DeSimone, MD; Larry M. Baddour, MD; Kristin Cole, M.Sc; Kirstin Kooda, PharmD; John Robinson, PharmD; Dan Ilges, PharmD (he/him/his)"
51,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=51,N10.,N10. Health Care-Associated Infections: Gram-negatives (MDR-GNR),,P-1066,Microbiological profile of nosocomial pneumonias in the icu of a third level public health center of the dominican republic,"Tuesday, October 21, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"David De Luna, MD, MSc (he/him/his)","MD, MSc",Hospital Metropolitano de Santiago,"Santiago, Santiago, Dominican Republic",1,3,"David De Luna, MD, MSc (he/him/his)","Yori A. Roque, MD, MSc, FIDSA (she/her/hers); Alfredo J. Mena Lora, MD; Jose Esteban Tejada, MD"
52,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=52,D7.,"D7. Other (e.g., host response biomarkers, molecular imaging, metabolomics/proteomics, etc.)",,P-1759,"Biomarkers and early sepsis: Comparative analysis of PSP, CRP, and Procalcitonin in the Dominican Republic","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"David De Luna, MD, MSc (he/him/his)","MD, MSc",Hospital Metropolitano de Santiago,"Santiago, Santiago, Dominican Republic",1,5,"David De Luna, MD, MSc (he/him/his)","Yori A. Roque, MD, MSc, FIDSA (she/her/hers); Alfredo J. Mena Lora, MD; Katherine M. Cruz, MD; Luz Maria Cruz, MD; Roanny Mercedes Genao, MD"
53,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=53,H1.,H1. HIV: Epidemiology and screening,,P-276,"Temporal Trends in Racial Disparities of HIV Linkage-to-Care within Emergency Department-Based Testing Programs at a Community Healthcare System, 2018–2024","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Paula A. Eckardt, MD",Chief of Infectious Disease,Memorial Healthcare System,"Hollywood, FL, United States",1,4,"Paula A. Eckardt, MD","Jianli Niu, MD, PhD; Elizabeth Thibodeau, MS; Sheila Montalvo, PharmD; Eric Boccio, MD, MPH"
54,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=54,T3.,T3. Studies of the epidemiology of infections in transplant patients and patients with impaired immunity due to underlying disease or immunosuppressive drugs,,P-2117,"Infections Caused by Filamentous Basidiomycetes, an Emerging Fungal Pathogens : A Retrospective Study from King Chulalongkorn Memorial Hospital, Thailand","Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Chaianant Leelabooranasak, MD (he/him/his)",Division of Infectious Diseases,King Chulalongkorn Memorial Hospital - Bangkok (Thailand),"Thonburi, Krung Thep, Thailand",1,2,"Chaianant Leelabooranasak, MD (he/him/his)","Arsa Thammahong, n/a; Jakapat Vanichanan, M.D."
55,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=55,J5.,J5. Quality Improvement,,P-2024,Title: In a Bind: A quality improvement project for reducing quinolone drug-drug interactions with divalent cations,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Emily Siegrist, PharmD (she/her/hers)",Infectious Diseases Clinical Pharmacist,OU Health,"Oklahoma City, OK, United States",1,4,"Emily Siegrist, PharmD (she/her/hers)","Steven Pan, PharmD, MS; Maria Alkozah, MD, MPH; Danh Doan, PharmD; Bryan White, PharmD, BCPS, BCIDP"
56,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=56,D6.,D6. New diagnostics (formerly L2),,P-2006,Development of a Machine Learning Model for the Accurate Diagnosis of Common Tropical Febrile Illnesses,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Shravya C, Master of Medical Pharmacology (she/her/hers)",PhD Research Scholar,"Manipal College of Pharmaceutical Sciences, Manipal Academy of Higher Education, Manipal","Manipal, Karnataka, India",1,11,"Shravya C, Master of Medical Pharmacology (she/her/hers)","Rajalakshmi R, Doctor of Pharmacy; Muhammed Rashid, PhD; Girish Thunga, PhD; Vijayanarayana Kunhikatta, PhD; Muralidhar Varma, MD; Vasudha Devi, MD; Raviraj V Acharya, MD; Shivshankar K N, MD; Ashwini Amin, Master of Technology; Dinesh Acharya U, PhD; Sohil khan, PhD"
57,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=57,A1.,A1. Novel Agents,,P-1176,Contezolid in the Management of Mycobacterial Infections among Pediatric HSCT Recipients with Primary Immunodeficiency: A Retrospective Study,"Tuesday, October 21, 2025",12:15 PM - 1:30 PM,,Virtual,"Ximu Sun, MSc (she/her/hers)","No. 56 Nanlishi Road, Xicheng District, Beijing","Beijing Children's Hospital, Capital Medical University, National Center for Children’s Health","Beijing, Beijing, China (People's Republic)",1,4,"Ximu Sun, MSc (she/her/hers)","Wei Yang, MD; Peng Guo, PhD; Maoquan Qin, MD; Guanghua Zhu, PhD"
58,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=58,H5.,H5. HIV: Complications and co-infections,,P-259,Dyslipidemia and Its Relationship with Hypertension and Diabetes in HIV Patients: A Cross-Sectional Study in the Dominican Republic,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Yori A. Roque, MD, MSc, FIDSA (she/her/hers)","MD, MSc, FIDSA",Hospital Metropolitano de Santiago (HOMS),"Santiago, Santiago, Dominican Republic",1,4,"Yori A. Roque, MD, MSc, FIDSA (she/her/hers)","Valerin Carrasco, MD; Angel Lopez, MD; Yoel Garcia, MD; David De Luna, MD, MSc (he/him/his)"
59,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=59,A3.,A3. Resistance mechanisms,,P-1290,Impact of Infectious Disease Physician Involvement in ICU on Antibiotic De-escalation and Cost Reduction-A Prospective observational study.,"Tuesday, October 21, 2025",12:15 PM - 1:30 PM,,Virtual,"sanjai R, Pharm.D",Pharm.D intern,Jaya college of paramedical sciences,"chennai, Tamil Nadu, India",1,4,"sanjai R, Pharm.D","Jaflin selcia, Pharm.D; shobana selvaganesan, Pharm.D; shibi selvaraj, Pharm.D; Rithik Dharan"
60,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=60,C5.,C5. Respiratory infections - bacterial,,P-620,Epidemiological Profile of Patients with Pulmonary Tuberculosis in a Tertiary Care Hospital Over 5 Years,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Virtual,Mayra Evelyn Quiñones-Martínez,Researcher,Hospital de Alta Especialidad de Veracruz,"Veracruz, Veracruz-Llave, Mexico",1,5,Mayra Evelyn Quiñones-Martínez,"Luis Del Carpio-Orantes, MD (he/him/his); René García-Toral, n/a; Verónica Montes-Martínez, n/a; José Luis Torres-Sánchez, n/a; Leopoldo Díaz-Aguilar, n/a"
61,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=61,C3.,C3. Skin and soft tissue,,P-756,Dalbavancin Use at a Large Academic Health System,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Matthew Donnelly, PharmD (he/him/his)",PGY2 ID Pharmacy Resident,USC / Los Angeles General,"Los Angeles, CA, United States",1,7,"Matthew Donnelly, PharmD (he/him/his)","Yanina Dubrovskaya, PharmD, BCIDP, AAHIVP, FIDSA; Cristian Merchan, Pharm.D., BCCCP; Samantha Smalley, PharmD; Justin Siegfried, PharmD, BCPS; Dana Mazo, MD, MSc (she/her/hers); Kassandra Marsh, PharmD, BCIDP (she/her/hers); Arnold Decano, PharmD"
62,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=62,A4.,A4. Treatment of antimicrobial resistant infections,,P-1346,Comparative Effectiveness of Parenteral Daptomycin Versus Vancomycin Among Patients with Methicillin-resistant Staphylococcus aureus (MRSA) Endogenous endophthalmitis: A Retrospective Analysis,"Tuesday, October 21, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Silvana Ribeiro Papp, Silvana Papp, MD (she/her/hers)",Resident,UPMC,"Dover, PA, United States",1,7,"Silvana Ribeiro Papp, Silvana Papp, MD (she/her/hers)","Zinaida Perciuleac, MD; Paddy Ssentongo, MD (he/him/his); Siddartha Guru, MD; Alex Jakubiak, MS; Sulochana Khadka, MD; Poonam Bai, MD; Anas Atrash, MD"
63,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=63,H4.,H4. HIV: Treatment,,P-346,Implementation of an Inpatient HIV Antiretroviral Transitions of Care Pilot at a Veterans Affairs (VA) Medical Center,"Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Clayton B. Nance, II, Pharm.D., BCPS, BCIDP","Clinical Pharmacy Specialist, Infectious Diseases",Washington D.C. VA Medical Center,"Washington, DC, United States",1,5,"Clayton B. Nance, II, Pharm.D., BCPS, BCIDP","Pawlose Ketema, PharmD,BCPS,BCIDP; Amy Weintrob, MD; Rachel V. Denyer, MD MRCP; Daniel Seeger, MD; Helena Holmgren, MD"
64,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=64,F3.,F3. Hepatitis C,,P-1843,Real-world experience and outcomes implementing an electronic pharmacy care coordination queue for treatment of hepatitis C virus,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Sheila Montalvo, PharmD",Pharmacist,Memorial Hospital System,"Cooper City, FL, United States",1,11,"Sheila Montalvo, PharmD","Elizabeth Sherman, PharmD; Paula A. Eckardt, MD; Eka Beriashvili, PharmD (she/her/hers); Alecia Muwonge, PharmD; Jianli Niu, MD, PhD; Kenneth K. Poon, MD; Garrett Van Ostran, DO; Romina J. Bromberg, MD MS; Angela Savage, RN; Elizabeth Thibodeau, MS; Edison Cano Cevallos, MD"
65,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=65,H6.,H6. HIV: Social determinants of health,,P-2066,Quality of Life and Sociodemographic Characteristics of HIV-Infected Adults Receiving Antiretroviral in Venezuela: preliminary data,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Virtual,Gustavo Fernandez,medical student,"Universidad Central de Venezuela ""Escuela de Medicina Luis Razetti""","Caracas, Distrito Federal, Venezuela",1,10,Gustavo Fernandez,"Grecia Erimee, n/a; Cristina Estrabao, n/a; Yessica Goncalves, n/a; Isabella Garancini, n/a; Leslie Azaf, n/a; Gabriel Gomez, n/a; Oriana Gutierrez, MD; Rohit Sharma, MD; Andrés F. Henao Martínez, MD, MPH (he/him/his); David Forero-Peña, MD (he/him/his)"
66,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=66,S1.,S1. Antimicrobial Stewardship program development and implementation,,P-983,"A Nationwide Survey of the Current Status of Antimicrobial Stewardship Programs in Korean Hospitals, 2024","Tuesday, October 21, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Sung Min Lim, MD (she/her/hers)",Fellow,"Hanyang University Hospital, Hanyang University College of Medicine","Seoul, Seoul-t'ukpyolsi, Republic of Korea",1,10,"Sung Min Lim, MD (she/her/hers)","Raeseok Lee, MD, PhD; Se Yoon Park, M.D. / Ph.D.; Jin Nam Kim, MD. PhD; Ji Young Park, MD / PhD (she/her/hers); Choseok Yoon, MD (he/him/his); Myung Jin Lee, M.D. / Ph.D.; Bongyoung Kim, MD/PhD; Song Mi Moon, MD, PhD; Hong-Bin Kim, MD, PhD; Yong Chan Kim, MD/PhD"
67,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=67,C4.,C4. Respiratory infections - viral,,P-630,"Seasonal Influenza Vaccination and Household Contact Susceptibility to Influenza and Symptomatic Infection Outcomes: a Case-Ascertained Household Transmission Study, United States, 2023-2024","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jennie H. Kwon, DO;MSCI",Professor,Northwestern University,"Chicago , IL, United States",1,24,"Jennie H. Kwon, DO;MSCI","Henry Fremont, MPH; Carlos G. Grijalva, MD MPH; Melissa Stockwell, MD MPH (she/her/hers); Stacey L. House, MD, PhD; Rachel M. Presti, MD, PhD (she/her/hers); Stephanie A. Fritz, MD, MSCI (she/her/hers); Elizabeth B. White, PhD; Keipp Talbot, MD MPH; Son H. McLaren, MD, MS; Ellen Sano, DO; Celibell Vargas, MD; Anny L. Diaz Perez, MD; Jonathan Schmitz, MD, PhD, D(ABMM); Yuwei Zhu, MD MS; Theresa A. Scott, M.S. Biostatistics; Caroline O'Neil, MA, MPH; Francesca Yerbic, BS, MLS, ASCP; Bijal Parikh, MD, PhD; Andrew Atkinson, PhD; Jessica E. Biddle, MPH; Emily A. McNair, MSPH; Samantha G. Dean, PhD; Lydia Bristol, MPH; Alexandra Mellis, PhD"
68,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=68,N5.,N5. Health Care-Associated Infections: Disinfection/Sterilization & Environmental Infection Prevention,,P-1056,Advancing sterilization practices: the impact of a newly developed hydrogen peroxide vaporization robot system compared to traditional methods,"Tuesday, October 21, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jung-wan Park, MD",Assistant Professor,"Division of Infectious Diseases, Department of Internal Medicine, Soonchunhyang University Cheonan Hospital, Cheonan, Korea","Cheonan, Ch'ungch'ong-namdo, Republic of Korea",1,2,"Jung-wan Park, MD","Su Ha Han; Jung-Eun Yu, research professor"
69,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=69,P4.,P4. Pediatric Antimicrobial stewardship (inpatient/outpatient pediatric focused),,P-413,"Duration of Antibiotic Prophylaxis in Children with Anatomic or Functional Asplenia: A Multidisciplinary, Multicenter Survey","Monday, October 20, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Kathryn E. Weakley, MD, MSc",Assistant Professor,Norton Children's and University of Louisville School of Medicine,"Louisville, KY, United States",1,4,"Kathryn E. Weakley, MD, MSc","David Foley, MD, FAAP, FACS; Marylou M. Dryer, MD; Kerry McGowan, MD; Victoria A. Statler, MD, M.Sc."
70,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=70,Z1.,Z1. COVID-19 Epidemiology and screening,,P-1616,The Impact of SARS-COV-2 Pre-admission Screening on Hospital-Onset SARS-COV-2 Infections at an NYC Health System,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Jordan A. Ehni, CIC, MPH (he/him/his)",Associate Director of Infection Prevention,Mount Sinai Health System - Mount Sinai Downtown,"Brooklyn, NY, United States",1,3,"Jordan A. Ehni, CIC, MPH (he/him/his)","Bernard Camins, MD, MSc; Ankit Sakhuja, MBBS, MS; Nimay Hizare, MBBS, MPH"
71,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=71,N3.,N3. Health Care-Associated Infections: Epidemiologic Methods,,P-1057,Candidozyma (Candida) auris in the United States: Insights from the SHEA Research Network,"Tuesday, October 21, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Hannah C. Lichota, MD (she/her/hers)","ID Fellow, PGY-5",Rush University Medical Center,"Chicago, IL, United States",1,5,"Hannah C. Lichota, MD (she/her/hers)","McKenzi King, MPH; Rachel L. Medernach, MD, MSCI; Lahari Thotapalli, MPH; Mary K. Hayden, MD (she/her/hers); Sarah E. Sansom, DO, MS (she/her/hers)"
72,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=72,F3.,F3. Hepatitis C,,P-1827,Clinical Significance of Indeterminate Anti–Hepatitis C Antibody Test Results in Cancer Patients,"Wednesday, October 22, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Harrys A. Torres, MD",Professor,"The University of Texas MD Anderson Cancer Center, Houston, Texas, USA.","Houston, TX, United States",1,4,"Harrys A. Torres, MD","Joanne Arvelaez Pascucci, MD; Khalis Mustafayev, MD; Ying Jiang, MS; Eduardo Yepez Guevara, MD"
73,http://local.dev.conferencecrawler.com/IDWEEK2025/index.cfm?thisID=73,S2.,S2. Antimicrobial Stewardship outcomes assessment (clinical and economic),,P-927,Impact of an Antimicrobial Stewardship Bundle on the Treatment of Urinary Tract Infections in Geriatric Patients,"Tuesday, October 21, 2025",12:15 PM - 1:30 PM,,Poster Hall B4-B5,"Elly R. Sherman, PharmD",PGY2 Infectious Diseases Pharmacy Resident,Vanderbilt University Medical Center,"Nashville, TN, United States",1,5,"Elly R. Sherman, PharmD","L. Taylor Corbin, PharmD Candidate; Rachael W. Petry, MD; Milner Staub, MD, MPH (she/her/hers); Maria N. Muehrcke, PharmD, MBA, BCPS; Laura Bobbitt, PharmD"
