session_id,source_url,primary_track,all_tracks,track_count,session_type,session_number,session_title,full_title,date,time,timezone,location,cme_hours,moc_hours,cne_hours,acpe_hours,acpe_number,pace_hours,ce_broker_hours,primary_speaker_name,primary_speaker_title,primary_speaker_department,primary_speaker_institution,primary_speaker_location,total_speakers,all_speakers,disclosure_count,disclosures,presentation_count,presentation_titles,presentation_times,presentation_speakers
22,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=22,,,0,Premeeting Workshop,,PW01 - Vincent T. Andriole ID Board Review Course ($),PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",8:00 AM - 5:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Roy Gulick, MD, MPH (he/him/his)","Professor of Medicine; Chief, Division of Infectious Diseases",,Weill Cornell Medicine,"New York, NY, United States",1,"Roy Gulick, MD, MPH (he/him/his)",1,\1: No financial relationships to disclose.,14,Introductory Remarks | Sexually Transmitted Infections | Mycobacteria Including TB | ID Mimics: Non-Infectious Causes of Elevated Temperature | ID Therapeutics: A Broad Overview | Bacterial Syndrome Pearls | Parasitic Diseases | Fungal Infections | Nervous System Infections and Mimics | Transplant Infections | Infection Control/Prevention | Viral Diseases (Non-HIV / Non-Transplant) | Vectorborne Infections | Closing Remarks and Questions,8:00 AM - 8:10 AM | 8:10 AM - 8:45 AM | 8:45 AM - 9:20 AM | 9:20 AM - 9:55 AM | 10:10 AM - 10:45 AM | 10:45 AM - 11:20 AM | 11:20 AM - 11:45 AM | 1:00 PM - 1:35 PM | 1:35 PM - 2:10 PM | 2:10 PM - 2:45 PM | 3:35 PM - 4:10 PM | 4:10 PM - 4:45 PM | 4:45 PM - 5:20 PM | 5:20 PM - 5:30 PM,"Andrea J. Zimmer, MD, FACP, FIDSA | Archana Reddy, MD (she/her/hers) | Lisa Armitige, MD, PhD | Barbara S. Taylor, MD, MS (she/her/hers) | Mukesh Patel, MD | Saira Butt, MD | Philip Budge, MD, PhD (he/him/his) | Thomas F. Patterson, MD, MACP, FIDSA (he/him/his) | Karen C. Bloch, MD, MPH | Jessica Lum, MD | Shruti K. Gohil, MD, MPH | Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his) | Christopher Ohl, MD | Andrea J. Zimmer, MD, FACP, FIDSA"
23,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=23,,,0,Premeeting Workshop,,PW01 - Vincent T. Andriole ID Board Review Course ($),PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",8:00 AM - 5:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Jessica Lum, MD",Dr,,Cleveland Clinic Foundation,"Cleveland, OH, United States",1,"Jessica Lum, MD",1,\1: No financial relationships to disclose.,14,Introductory Remarks | Sexually Transmitted Infections | Mycobacteria Including TB | ID Mimics: Non-Infectious Causes of Elevated Temperature | ID Therapeutics: A Broad Overview | Bacterial Syndrome Pearls | Parasitic Diseases | Fungal Infections | Nervous System Infections and Mimics | HIV | Infection Control/Prevention | Viral Diseases (Non-HIV / Non-Transplant) | Vectorborne Infections | Closing Remarks and Questions,8:00 AM - 8:10 AM | 8:10 AM - 8:45 AM | 8:45 AM - 9:20 AM | 9:20 AM - 9:55 AM | 10:10 AM - 10:45 AM | 10:45 AM - 11:20 AM | 11:20 AM - 11:45 AM | 1:00 PM - 1:35 PM | 1:35 PM - 2:10 PM | 3:00 PM - 3:35 PM | 3:35 PM - 4:10 PM | 4:10 PM - 4:45 PM | 4:45 PM - 5:20 PM | 5:20 PM - 5:30 PM,"Andrea J. Zimmer, MD, FACP, FIDSA | Archana Reddy, MD (she/her/hers) | Lisa Armitige, MD, PhD | Barbara S. Taylor, MD, MS (she/her/hers) | Mukesh Patel, MD | Saira Butt, MD | Philip Budge, MD, PhD (he/him/his) | Thomas F. Patterson, MD, MACP, FIDSA (he/him/his) | Karen C. Bloch, MD, MPH | Roy Gulick, MD, MPH (he/him/his) | Shruti K. Gohil, MD, MPH | Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his) | Christopher Ohl, MD | Andrea J. Zimmer, MD, FACP, FIDSA"
24,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=24,,,0,Premeeting Workshop,,PW01 - Vincent T. Andriole ID Board Review Course ($),PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",8:00 AM - 5:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Karen Bloch, MD, MPH",Associate Professor,,Vanderbilt University Medical Center,"Nashville, Tennessee, United States",1,"Karen Bloch, MD, MPH",1,\1: No financial relationships to disclose.,14,Introductory Remarks | Sexually Transmitted Infections | Mycobacteria Including TB | ID Mimics: Non-Infectious Causes of Elevated Temperature | ID Therapeutics: A Broad Overview | Bacterial Syndrome Pearls | Parasitic Diseases | Fungal Infections | Transplant Infections | HIV | Infection Control/Prevention | Viral Diseases (Non-HIV / Non-Transplant) | Vectorborne Infections | Closing Remarks and Questions,8:00 AM - 8:10 AM | 8:10 AM - 8:45 AM | 8:45 AM - 9:20 AM | 9:20 AM - 9:55 AM | 10:10 AM - 10:45 AM | 10:45 AM - 11:20 AM | 11:20 AM - 11:45 AM | 1:00 PM - 1:35 PM | 2:10 PM - 2:45 PM | 3:00 PM - 3:35 PM | 3:35 PM - 4:10 PM | 4:10 PM - 4:45 PM | 4:45 PM - 5:20 PM | 5:20 PM - 5:30 PM,"Andrea J. Zimmer, MD, FACP, FIDSA | Archana Reddy, MD (she/her/hers) | Lisa Armitige, MD, PhD | Barbara S. Taylor, MD, MS (she/her/hers) | Mukesh Patel, MD | Saira Butt, MD | Philip Budge, MD, PhD (he/him/his) | Thomas F. Patterson, MD, MACP, FIDSA (he/him/his) | Jessica Lum, MD | Roy Gulick, MD, MPH (he/him/his) | Shruti K. Gohil, MD, MPH | Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his) | Christopher Ohl, MD | Andrea J. Zimmer, MD, FACP, FIDSA"
25,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=25,,,0,Premeeting Workshop,,PW01 - Vincent T. Andriole ID Board Review Course ($),PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",8:00 AM - 5:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Barbara Taylor, MD, MS (she/her/hers)",Professor,,"UT San Antonio, Long School of Medicine","San Antonio, TX, United States",1,"Barbara Taylor, MD, MS (she/her/hers)",1,\1: Gilead Biosciences: I serve as a site investigator for a Gilead sponsored study.,14,Introductory Remarks | Sexually Transmitted Infections | Mycobacteria Including TB | ID Therapeutics: A Broad Overview | Bacterial Syndrome Pearls | Parasitic Diseases | Fungal Infections | Nervous System Infections and Mimics | Transplant Infections | HIV | Infection Control/Prevention | Viral Diseases (Non-HIV / Non-Transplant) | Vectorborne Infections | Closing Remarks and Questions,8:00 AM - 8:10 AM | 8:10 AM - 8:45 AM | 8:45 AM - 9:20 AM | 10:10 AM - 10:45 AM | 10:45 AM - 11:20 AM | 11:20 AM - 11:45 AM | 1:00 PM - 1:35 PM | 1:35 PM - 2:10 PM | 2:10 PM - 2:45 PM | 3:00 PM - 3:35 PM | 3:35 PM - 4:10 PM | 4:10 PM - 4:45 PM | 4:45 PM - 5:20 PM | 5:20 PM - 5:30 PM,"Andrea J. Zimmer, MD, FACP, FIDSA | Archana Reddy, MD (she/her/hers) | Lisa Armitige, MD, PhD | Mukesh Patel, MD | Saira Butt, MD | Philip Budge, MD, PhD (he/him/his) | Thomas F. Patterson, MD, MACP, FIDSA (he/him/his) | Karen C. Bloch, MD, MPH | Jessica Lum, MD | Roy Gulick, MD, MPH (he/him/his) | Shruti K. Gohil, MD, MPH | Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his) | Christopher Ohl, MD | Andrea J. Zimmer, MD, FACP, FIDSA"
26,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=26,,,0,Premeeting Workshop,,PW01 - Vincent T. Andriole ID Board Review Course ($),PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",8:00 AM - 5:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Shruti Gohil, MD, MPH","Assistant Professor, Infectious Dis.,Associate Medical Director, Epidemiology & Infection Prevention","Medicine, Division Infectious Diseases","University of California, Irvine","Irvine, CA, United States",1,"Shruti Gohil, MD, MPH",1,\1: No financial relationships to disclose.,14,Introductory Remarks | Sexually Transmitted Infections | Mycobacteria Including TB | ID Mimics: Non-Infectious Causes of Elevated Temperature | ID Therapeutics: A Broad Overview | Bacterial Syndrome Pearls | Parasitic Diseases | Fungal Infections | Nervous System Infections and Mimics | Transplant Infections | HIV | Viral Diseases (Non-HIV / Non-Transplant) | Vectorborne Infections | Closing Remarks and Questions,8:00 AM - 8:10 AM | 8:10 AM - 8:45 AM | 8:45 AM - 9:20 AM | 9:20 AM - 9:55 AM | 10:10 AM - 10:45 AM | 10:45 AM - 11:20 AM | 11:20 AM - 11:45 AM | 1:00 PM - 1:35 PM | 1:35 PM - 2:10 PM | 2:10 PM - 2:45 PM | 3:00 PM - 3:35 PM | 4:10 PM - 4:45 PM | 4:45 PM - 5:20 PM | 5:20 PM - 5:30 PM,"Andrea J. Zimmer, MD, FACP, FIDSA | Archana Reddy, MD (she/her/hers) | Lisa Armitige, MD, PhD | Barbara S. Taylor, MD, MS (she/her/hers) | Mukesh Patel, MD | Saira Butt, MD | Philip Budge, MD, PhD (he/him/his) | Thomas F. Patterson, MD, MACP, FIDSA (he/him/his) | Karen C. Bloch, MD, MPH | Jessica Lum, MD | Roy Gulick, MD, MPH (he/him/his) | Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his) | Christopher Ohl, MD | Andrea J. Zimmer, MD, FACP, FIDSA"
27,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=27,,,0,Premeeting Workshop,,PW01 - Vincent T. Andriole ID Board Review Course ($),PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",8:00 AM - 5:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Saira Butt, MD",Assistant Professor of Clinical Medicine,"Department of Medicine, Section of Infectious Diseases",Indiana University School of Medicine,"Indianapolis, Indiana, United States",1,"Saira Butt, MD",1,\1: No financial relationships to disclose.,14,Introductory Remarks | Sexually Transmitted Infections | Mycobacteria Including TB | ID Mimics: Non-Infectious Causes of Elevated Temperature | ID Therapeutics: A Broad Overview | Parasitic Diseases | Fungal Infections | Nervous System Infections and Mimics | Transplant Infections | HIV | Infection Control/Prevention | Viral Diseases (Non-HIV / Non-Transplant) | Vectorborne Infections | Closing Remarks and Questions,8:00 AM - 8:10 AM | 8:10 AM - 8:45 AM | 8:45 AM - 9:20 AM | 9:20 AM - 9:55 AM | 10:10 AM - 10:45 AM | 11:20 AM - 11:45 AM | 1:00 PM - 1:35 PM | 1:35 PM - 2:10 PM | 2:10 PM - 2:45 PM | 3:00 PM - 3:35 PM | 3:35 PM - 4:10 PM | 4:10 PM - 4:45 PM | 4:45 PM - 5:20 PM | 5:20 PM - 5:30 PM,"Andrea J. Zimmer, MD, FACP, FIDSA | Archana Reddy, MD (she/her/hers) | Lisa Armitige, MD, PhD | Barbara S. Taylor, MD, MS (she/her/hers) | Mukesh Patel, MD | Philip Budge, MD, PhD (he/him/his) | Thomas F. Patterson, MD, MACP, FIDSA (he/him/his) | Karen C. Bloch, MD, MPH | Jessica Lum, MD | Roy Gulick, MD, MPH (he/him/his) | Shruti K. Gohil, MD, MPH | Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his) | Christopher Ohl, MD | Andrea J. Zimmer, MD, FACP, FIDSA"
28,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=28,,,0,Premeeting Workshop,,PW01 - Vincent T. Andriole ID Board Review Course ($),PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",8:00 AM - 5:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Mukesh Patel, MD",Associate Professor,,UAB,"Birmingham, Alabama, United States",1,"Mukesh Patel, MD",1,\1: No financial relationships to disclose.,14,Introductory Remarks | Sexually Transmitted Infections | Mycobacteria Including TB | ID Mimics: Non-Infectious Causes of Elevated Temperature | Bacterial Syndrome Pearls | Parasitic Diseases | Fungal Infections | Nervous System Infections and Mimics | Transplant Infections | HIV | Infection Control/Prevention | Viral Diseases (Non-HIV / Non-Transplant) | Vectorborne Infections | Closing Remarks and Questions,8:00 AM - 8:10 AM | 8:10 AM - 8:45 AM | 8:45 AM - 9:20 AM | 9:20 AM - 9:55 AM | 10:45 AM - 11:20 AM | 11:20 AM - 11:45 AM | 1:00 PM - 1:35 PM | 1:35 PM - 2:10 PM | 2:10 PM - 2:45 PM | 3:00 PM - 3:35 PM | 3:35 PM - 4:10 PM | 4:10 PM - 4:45 PM | 4:45 PM - 5:20 PM | 5:20 PM - 5:30 PM,"Andrea J. Zimmer, MD, FACP, FIDSA | Archana Reddy, MD (she/her/hers) | Lisa Armitige, MD, PhD | Barbara S. Taylor, MD, MS (she/her/hers) | Saira Butt, MD | Philip Budge, MD, PhD (he/him/his) | Thomas F. Patterson, MD, MACP, FIDSA (he/him/his) | Karen C. Bloch, MD, MPH | Jessica Lum, MD | Roy Gulick, MD, MPH (he/him/his) | Shruti K. Gohil, MD, MPH | Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his) | Christopher Ohl, MD | Andrea J. Zimmer, MD, FACP, FIDSA"
29,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=29,,,0,Premeeting Workshop,,PW01 - Vincent T. Andriole ID Board Review Course ($),PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",8:00 AM - 5:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Thomas Patterson, MD, MACP, FIDSA (he/him/his)","Professor and Chair, Department of Medicine",,University of Texas Health San Antonio,"San Antonio, TX, United States",1,"Thomas Patterson, MD, MACP, FIDSA (he/him/his)",1,"\1: Basilea Pharmaceutica: Advisor/Consultant, Grant/Research Support; Cidara Therapeutics Inc.: DSMB; Elion Therapeutics: Advisor/Consultant; F2G: Advisor/Consultant, Grant/Research Support; Gilead Sciences Inc.: DSMB; Scynexis, Inc: DRC, Grant/Research Support",14,Introductory Remarks | Sexually Transmitted Infections | Mycobacteria Including TB | ID Mimics: Non-Infectious Causes of Elevated Temperature | ID Therapeutics: A Broad Overview | Bacterial Syndrome Pearls | Parasitic Diseases | Nervous System Infections and Mimics | Transplant Infections | HIV | Infection Control/Prevention | Viral Diseases (Non-HIV / Non-Transplant) | Vectorborne Infections | Closing Remarks and Questions,8:00 AM - 8:10 AM | 8:10 AM - 8:45 AM | 8:45 AM - 9:20 AM | 9:20 AM - 9:55 AM | 10:10 AM - 10:45 AM | 10:45 AM - 11:20 AM | 11:20 AM - 11:45 AM | 1:35 PM - 2:10 PM | 2:10 PM - 2:45 PM | 3:00 PM - 3:35 PM | 3:35 PM - 4:10 PM | 4:10 PM - 4:45 PM | 4:45 PM - 5:20 PM | 5:20 PM - 5:30 PM,"Andrea J. Zimmer, MD, FACP, FIDSA | Archana Reddy, MD (she/her/hers) | Lisa Armitige, MD, PhD | Barbara S. Taylor, MD, MS (she/her/hers) | Mukesh Patel, MD | Saira Butt, MD | Philip Budge, MD, PhD (he/him/his) | Karen C. Bloch, MD, MPH | Jessica Lum, MD | Roy Gulick, MD, MPH (he/him/his) | Shruti K. Gohil, MD, MPH | Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his) | Christopher Ohl, MD | Andrea J. Zimmer, MD, FACP, FIDSA"
30,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=30,,,0,Premeeting Workshop,,PW01 - Vincent T. Andriole ID Board Review Course ($),PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",8:00 AM - 5:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Lisa Armitige, MD, PhD",,,"Co-Medical Director, Heartland National TB Center",University of Texas Health Center at Tyler,1,"Lisa Armitige, MD, PhD",1,\1: Oak Therapeutics: Advisor/Consultant,14,Introductory Remarks | Sexually Transmitted Infections | ID Mimics: Non-Infectious Causes of Elevated Temperature | ID Therapeutics: A Broad Overview | Bacterial Syndrome Pearls | Parasitic Diseases | Fungal Infections | Nervous System Infections and Mimics | Transplant Infections | HIV | Infection Control/Prevention | Viral Diseases (Non-HIV / Non-Transplant) | Vectorborne Infections | Closing Remarks and Questions,8:00 AM - 8:10 AM | 8:10 AM - 8:45 AM | 9:20 AM - 9:55 AM | 10:10 AM - 10:45 AM | 10:45 AM - 11:20 AM | 11:20 AM - 11:45 AM | 1:00 PM - 1:35 PM | 1:35 PM - 2:10 PM | 2:10 PM - 2:45 PM | 3:00 PM - 3:35 PM | 3:35 PM - 4:10 PM | 4:10 PM - 4:45 PM | 4:45 PM - 5:20 PM | 5:20 PM - 5:30 PM,"Andrea J. Zimmer, MD, FACP, FIDSA | Archana Reddy, MD (she/her/hers) | Barbara S. Taylor, MD, MS (she/her/hers) | Mukesh Patel, MD | Saira Butt, MD | Philip Budge, MD, PhD (he/him/his) | Thomas F. Patterson, MD, MACP, FIDSA (he/him/his) | Karen C. Bloch, MD, MPH | Jessica Lum, MD | Roy Gulick, MD, MPH (he/him/his) | Shruti K. Gohil, MD, MPH | Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his) | Christopher Ohl, MD | Andrea J. Zimmer, MD, FACP, FIDSA"
31,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=31,,,0,Premeeting Workshop,,PW01 - Vincent T. Andriole ID Board Review Course ($),PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",8:00 AM - 5:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Archana Reddy, MD (she/her/hers)",Assistant Clinical Professor,,"University of California, Davis Health","Sacramento, CA, United States",1,"Archana Reddy, MD (she/her/hers)",1,\1: No financial relationships to disclose.,14,Introductory Remarks | Mycobacteria Including TB | ID Mimics: Non-Infectious Causes of Elevated Temperature | ID Therapeutics: A Broad Overview | Bacterial Syndrome Pearls | Parasitic Diseases | Fungal Infections | Nervous System Infections and Mimics | Transplant Infections | HIV | Infection Control/Prevention | Viral Diseases (Non-HIV / Non-Transplant) | Vectorborne Infections | Closing Remarks and Questions,8:00 AM - 8:10 AM | 8:45 AM - 9:20 AM | 9:20 AM - 9:55 AM | 10:10 AM - 10:45 AM | 10:45 AM - 11:20 AM | 11:20 AM - 11:45 AM | 1:00 PM - 1:35 PM | 1:35 PM - 2:10 PM | 2:10 PM - 2:45 PM | 3:00 PM - 3:35 PM | 3:35 PM - 4:10 PM | 4:10 PM - 4:45 PM | 4:45 PM - 5:20 PM | 5:20 PM - 5:30 PM,"Andrea J. Zimmer, MD, FACP, FIDSA | Lisa Armitige, MD, PhD | Barbara S. Taylor, MD, MS (she/her/hers) | Mukesh Patel, MD | Saira Butt, MD | Philip Budge, MD, PhD (he/him/his) | Thomas F. Patterson, MD, MACP, FIDSA (he/him/his) | Karen C. Bloch, MD, MPH | Jessica Lum, MD | Roy Gulick, MD, MPH (he/him/his) | Shruti K. Gohil, MD, MPH | Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his) | Christopher Ohl, MD | Andrea J. Zimmer, MD, FACP, FIDSA"
32,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=32,Adult ID,Adult ID; Epi & Infection Control; Global ID; Investigative ID; HIV-STD-TB; Trainee; Transplant,7,Premeeting Workshop,,PW01 - Vincent T. Andriole ID Board Review Course ($),PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",8:00 AM - 5:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Andrea Zimmer, MD, FACP, FIDSA",Associate Professor,Internal Medicine,University of Nebraska Medical Center,"Omaha, NE, United States",2,"Andrea Zimmer, MD, FACP, FIDSA; Stuart Cohen, MD",2,"\1: Allovir, Inc: Grant/Research Support | \1: AiCuris.: Grant/Research Support; Janssen Infectious Disease: Grant/Research Support; Pfizer, Inc.: Advisor/Consultant; Recursion pharmaceutical: Grant/Research Support",15,Introductory Remarks | Sexually Transmitted Infections | Mycobacteria Including TB | ID Mimics: Non-Infectious Causes of Elevated Temperature | ID Therapeutics: A Broad Overview | Bacterial Syndrome Pearls | Parasitic Diseases | Fungal Infections | Nervous System Infections and Mimics | Transplant Infections | HIV | Infection Control/Prevention | Viral Diseases (Non-HIV / Non-Transplant) | Vectorborne Infections | Closing Remarks and Questions,8:00 AM - 8:10 AM | 8:10 AM - 8:45 AM | 8:45 AM - 9:20 AM | 9:20 AM - 9:55 AM | 10:10 AM - 10:45 AM | 10:45 AM - 11:20 AM | 11:20 AM - 11:45 AM | 1:00 PM - 1:35 PM | 1:35 PM - 2:10 PM | 2:10 PM - 2:45 PM | 3:00 PM - 3:35 PM | 3:35 PM - 4:10 PM | 4:10 PM - 4:45 PM | 4:45 PM - 5:20 PM | 5:20 PM - 5:30 PM,"Andrea J. Zimmer, MD, FACP, FIDSA | Archana Reddy, MD (she/her/hers) | Lisa Armitige, MD, PhD | Barbara S. Taylor, MD, MS (she/her/hers) | Mukesh Patel, MD | Saira Butt, MD | Philip Budge, MD, PhD (he/him/his) | Thomas F. Patterson, MD, MACP, FIDSA (he/him/his) | Karen C. Bloch, MD, MPH | Jessica Lum, MD | Roy Gulick, MD, MPH (he/him/his) | Shruti K. Gohil, MD, MPH | Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his) | Christopher Ohl, MD | Andrea J. Zimmer, MD, FACP, FIDSA"
33,http://local.dev.conferencecrawler.com/IDWEEK2025/sessions.cfm?thisID=33,,,0,Premeeting Workshop,,PW01 - Vincent T. Andriole ID Board Review Course ($),PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",8:00 AM - 5:30 PM,,B308-B309,,,,,JA0007082-9999-24-002-L01-P; PACE C,,,"Andrea Zimmer, MD, FACP, FIDSA",Associate Professor,Internal Medicine,University of Nebraska Medical Center,"Omaha, NE, United States",2,"Andrea Zimmer, MD, FACP, FIDSA; Stuart Cohen, MD",2,"\1: Allovir, Inc: Grant/Research Support | \1: AiCuris.: Grant/Research Support; Janssen Infectious Disease: Grant/Research Support; Pfizer, Inc.: Advisor/Consultant; Recursion pharmaceutical: Grant/Research Support",14,Sexually Transmitted Infections | Mycobacteria Including TB | ID Mimics: Non-Infectious Causes of Elevated Temperature | ID Therapeutics: A Broad Overview | Bacterial Syndrome Pearls | Parasitic Diseases | Fungal Infections | Nervous System Infections and Mimics | Transplant Infections | HIV | Infection Control/Prevention | Viral Diseases (Non-HIV / Non-Transplant) | Vectorborne Infections | Closing Remarks and Questions,8:10 AM - 8:45 AM | 8:45 AM - 9:20 AM | 9:20 AM - 9:55 AM | 10:10 AM - 10:45 AM | 10:45 AM - 11:20 AM | 11:20 AM - 11:45 AM | 1:00 PM - 1:35 PM | 1:35 PM - 2:10 PM | 2:10 PM - 2:45 PM | 3:00 PM - 3:35 PM | 3:35 PM - 4:10 PM | 4:10 PM - 4:45 PM | 4:45 PM - 5:20 PM | 5:20 PM - 5:30 PM,"Archana Reddy, MD (she/her/hers) | Lisa Armitige, MD, PhD | Barbara S. Taylor, MD, MS (she/her/hers) | Mukesh Patel, MD | Saira Butt, MD | Philip Budge, MD, PhD (he/him/his) | Thomas F. Patterson, MD, MACP, FIDSA (he/him/his) | Karen C. Bloch, MD, MPH | Jessica Lum, MD | Roy Gulick, MD, MPH (he/him/his) | Shruti K. Gohil, MD, MPH | Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his) | Christopher Ohl, MD | Andrea J. Zimmer, MD, FACP, FIDSA"
