co_authors_22_title,co_authors_16_title,presenting_authors_1_name,co_authors_21_title,co_authors_29_title,co_authors_37_affiliation,date,co_authors_11_affiliation,co_authors_39_title,co_authors_9_name,co_authors_28_affiliation,co_authors_17_title,co_authors_17_affiliation,trackname,co_authors_18_affiliation,co_authors_5_name,poster_id,co_authors_38_affiliation,presenting_authors_1_affiliation,co_authors_37_title,co_authors_32_name,co_authors_33_affiliation,co_authors_32_title,other_authors,other_authors_1_title,co_authors_11_name,co_authors_29_name,co_authors_6_title,co_authors_6_affiliation,co_authors_7_name,other_authors_1_affiliation,co_authors_24_title,co_authors_20_title,co_authors_9_title,co_authors_13_affiliation,co_authors_16_affiliation,co_authors_15_affiliation,co_authors_27_name,co_authors_34_name,co_authors_24_name,co_authors_27_affiliation,co_authors_31_title,co_authors_23_affiliation,co_authors_25_name,co_authors_39_affiliation,co_authors_33_title,co_authors_2_affiliation,co_authors_12_name,co_authors_5_title,co_authors_3_name,co_authors_26_affiliation,co_authors_39_name,co_authors_15_name,co_authors_38_name,co_authors_23_title,co_authors_35_name,co_authors_20_affiliation,error,co_authors_7_title,co_authors_4_name,co_authors_27_title,co_authors_4_title,co_authors_17_name,co_authors_19_title,co_authors_6_name,co_authors_5_affiliation,co_authors_7_affiliation,co_authors_24_affiliation,co_authors_30_name,co_authors_31_affiliation,co_authors_14_title,co_authors_19_name,co_authors_1_name,other_authors_1_name,co_authors_13_title,co_authors_34_affiliation,co_authors_30_title,co_authors_21_affiliation,co_authors_1_affiliation,co_authors_3_title,co_authors_21_name,url,co_authors_36_name,co_authors_1_title,co_authors_26_title,co_authors_36_affiliation,co_authors_19_affiliation,co_authors_8_title,time,co_authors_22_affiliation,co_authors_37_name,co_authors_15_title,co_authors_10_affiliation,presenting_authors_1_title,co_authors_2_name,co_authors_10_name,co_authors_29_affiliation,co_authors_36_title,co_authors_10_title,co_authors_8_name,co_authors,co_authors_12_title,co_authors_23_name,presenting_authors,co_authors_30_affiliation,location,co_authors_25_title,co_authors_18_name,co_authors_8_affiliation,title,co_authors_34_title,co_authors_14_name,co_authors_9_affiliation,sessionname,co_authors_16_name,co_authors_2_title,co_authors_33_name,co_authors_26_name,co_authors_18_title,co_authors_38_title,co_authors_14_affiliation,co_authors_28_title,co_authors_28_name,co_authors_35_affiliation,co_authors_25_affiliation,co_authors_31_name,co_authors_4_affiliation,co_authors_12_affiliation,co_authors_11_title,co_authors_22_name,co_authors_3_affiliation,co_authors_20_name,co_authors_13_name,co_authors_32_affiliation,co_authors_35_title
,,"Katryna Gouin, MPH (she/her/hers)",,,,"Saturday, October 19, 2024",,,,,,,S1. Antimicrobial Stewardship program development and implementation,,,693759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arjun Srinivasan, MD",,,,,,,,,,"Melinda M. Neuhauser, PharmD, MPH",,"Pharmacist and Acute Care Lead, Office of Antibiotic StewardshipDivision of Healthcare Quality Promotion, Centers for Disease Control and Prevention,Atlanta, GA, United States",,,,,,,,,,,"Sarah Kabbani, MD, MSc",,,,,,,"Deputy Director for Program Improvement, Division of Healthcare Quality Promotion, National Center for Emerging and Zoonotic Infectious DiseasesCenters for Disease Control and PreventionAtlanta, GA, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=288,,"Physician, Public Health Centers for Disease Control and PreventionAtlanta, GA, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"EpidemiologistCenters for Disease Control and Prevention (CDC)New York, New York, United States","Erin O'Leary,  MPH",,,,,,,,,,,Location: Halls JK,,,,"(P-1810) Implementation of the Core Elements of Hospital Antibiotic Stewardship Programs and the Priorities for Hospital Core Element Implementation in Long-term Acute Care Hospitals Reporting to the National Healthcare Safety Network, 2014 and 2023",,,,Poster Session:,,"Data analystCenters for Disease Control and PreventionAtlanta, GA, United States",,,,,,,,,,,,,,,,,,,
,,"Pinyo Rattanaumpawan, MD, MSCE, PhD",,,,"Saturday, October 19, 2024",,,,,,,S1. Antimicrobial Stewardship program development and implementation,,,693259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Surangkana Samanloh, BN",,,,,,,,,,,,,,,,,,,,,,,"Siwakan Phuetphaichit, MD",,,,,,,"Faculty of Medicine Siriraj HospitalBangkok, Krung Thep, Thailand",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=289,,"Faculty of Medicine Siriraj Hospital, Mahidol UniversityBangkok, Krung Thep, Thailand",,,,,12:15 PM – 1:30 PM US PT,,,,,"ProfessorFaculty of Medicine Siriraj Hospital, Mahidol UniversityBangkok, Krung Thep, Thailand","Witchuda Kamolvit, MD, PhD",,,,,,,,,,,Location: Halls JK,,,,(P-1811) Impact of Hemo-Alert Program on Appropriate Antimicrobial Therapy in Hospitalized Patients with Bacteremia: Results from a Quasi-experimental Study,,,,Poster Session:,,"Faculty of Medicine Siriraj HospitalBangkok, Krung Thep, Thailand",,,,,,,,,,,,,,,,,,,
,,"Chun-Wen Cheng, MD (he/him/his)",,,,"Saturday, October 19, 2024",,,,,,,S1. Antimicrobial Stewardship program development and implementation,,"Chang-Fu Kou, PhD",695587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ProfessorChang Gung Memorial Hospital, Taoyuan, TaiwanGueishan, Taoyuan, Taiwan","Jung-Sheng Chen, MSc",,,,,,,,,,"Cheng-Hsun Chiu, MD, PhD",,"ProfessorChang Gung Memorial HospitalKweishan, Taoyuan, Taiwan",,,,,,,,,,,"Po-Yen Huang, MD",,,,,,,"ResearcherChang Gung Memorial Hospital, Taoyuan, TaiwanGueishan, Taoyuan, Taiwan",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=290,,"ID PhysicianChang Gung Memorial Hospital, Taoyuan, Taiwan.Gueishan, Taoyuan, Taiwan",,,,,12:15 PM – 1:30 PM US PT,,,,,"ID physicianChang Gung Memorial Hospital at Lin-kou, Taoyuan, Taiwan.Gueishan, Taoyuan, Taiwan (Republic of China)","Hsuan-Ling Hsiao, Pharm.D.",,,,,,,,,,,Location: Halls JK,,,,(P-1812) Artificial Intelligence Modeling and Implementation in Antimicrobial Stewardship Program at a Tertiary Medical Center in Taiwan,,,,Poster Session:,,"Clinical pharmacistChang Gung Memorial Hospital, Taoyuan, TaiwanGueishan, Taoyuan, Taiwan",,,,,,,,,,,,,,,,,,,
,,"Robert Colgrove, MD",,,,"Saturday, October 19, 2024",,,,,,,S1. Antimicrobial Stewardship program development and implementation,,,693835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richa Tandon, MD FIDSA",,,,,,,,,,,,,,,,,,,,,,,"Spencer Sutton, PharmD BCIDP",,,,,,,"Division ChiefMount Auburn Hospital, Harvard Medical SchoolCambridge, Massachusetts, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=291,,"Mount Auburn HospitalCambridge, Massachusetts, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Medical Director for DiagnosticsMount Auburn Hospital, Harvard Medical SchoolCambridge, Massachusetts, United States","Xuping Yan, PharmD",,,,,,,,,,,Location: Virtual,,,,(P-1813) Improving Adherence to an Antibiotic Pre-Authorization Protocol at a Community Academic Medical Center,,,,Poster Session:,,"Mount Auburn HospitalCambridge, Massachusetts, United States",,,,,,,,,,,,,,,,,,,
,,"Stormmy Boettcher, PharmD (she/her/hers)",,,,"Saturday, October 19, 2024",,,,,,,S1. Antimicrobial Stewardship program development and implementation,,"Anita Shallal, MD",693585,,,,,,,,,,,"Medical Director, Infection PreventionHenry Ford HealthDetroit, Michigan, United States",,"Michael Veve, PharmD, MPH",,,,,,,,,,,,,,,,,,,"Infectious Diseases Staff PhysicianHenry Ford HealthDetroit, Michigan, United States","Amy Beaulac-Harris, PharmD, BCPS",,,,,,,,,"Infectious Diseases PharmacistHenry Ford HealthDetroit, Michigan, United States","Robert Tibbetts, PhD",,"Associate Director MicrobiologyHenry Ford HealthDetroit, Michigan, United States",,,"Geehan Suleyman, MD (she/her/hers)",,,,,,,,"Rachel M. Kenney, PharmD, BCIDP (she/her/hers)",,,,,,,"Henry Ford West Bloomfield Hospital, Henry Ford HealthWest Bloomfield, Michigan, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=292,,"Pharmacy Specialist, Antimicrobial StewardshipHenry Ford HospitalDetroit, Michigan, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"PGY2 Infectious Diseases Pharmacy ResidentHenry Ford HospitalRoyal Oak, Michigan, United States","Christen Arena, PharmD",,,,,,,,,,,Location: Halls JK,,,,(P-1814) Say it Ain't Steno - Impact of a Microbiology Nudge Comment on Treatment of Respiratory Colonization,,,,Poster Session:,,"Wayne State UniversityDetroit, Michigan, United States",,,,,,,,,,,,,,,,,,,
,,"Bongyoung Kim, MD/PhD",,,,"Saturday, October 19, 2024",,,,,,,S1. Antimicrobial Stewardship program development and implementation,,,693716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sara E. Cosgrove, MD, MS",,,,,,,,,,,,,,,,,,,,,,,"Eili Klein, PhD",,,,,,,"Professor of MedicineJohns Hopkins School of MedicineBaltimore, MD, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=293,,"DrJohns Hopkins School of MedicineBaltimore, Maryland, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Associate ProfessorDepartment of Internal Medicine, Hanyang University College of MedicineSeongdong-gu, Seoul-t'ukpyolsi, Republic of Korea","Valeria Fabre, MD",,,,,,,,,,,Location: Halls JK,,,,(P-1815) Estimation of the cases with suspected community-acquired pneumonia where antibiotic intervention could occur after 48 hours: Application of an electronic algorithm for real-time screening,,,,Poster Session:,,"Associate Professor of MedicineJohns Hopkins University School of MedicineBaltimore, MD, United States",,,,,,,,,,,,,,,,,,,
,,"Teagan Zeggil, PharmD, ACPR, ACPR2 (ID) (she/her/hers)",,,,"Saturday, October 19, 2024",,,"Justin Chen, MD, FRCPC",,,,S1. Antimicrobial Stewardship program development and implementation,,"Cecilia Lau, BScPharm, ACPR",693853,,,,,,,,,,,"PharmacistAlberta Health ServicesEdmonton, Alberta, Canada",,"Jackson J. Stewart, BSc(Pharm), ACPR, ACPR2 (ID)",,,,"Assistant Clinical ProfessorUniversity of AlbertaEdmonton, Alberta, Canada",,,,,,,,,,,,,,,"PharmacistAlberta Health ServicesEdmonton, Alberta, Canada","Dima Kabbani, MD, MSc (she/her/hers)",,,,,,,,,"Infectious Diseases Clinical PharmacistAlberta Health ServicesEdmonton, Alberta, Canada","Serena Bains, RPh",,"Alberta Health ServicesEdmonton, Alberta, Canada",,,"Karen G. Fong, BSP",,,,,,,,"Carlos Cervera, Associate Professor",,,,,,,"Assistant Professor University of AlbertaEdmonton, AB, Canada",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=294,,"Assistant ProfessorUniversity of AlbertaEdmonton, Alberta, Canada",,,,"University of AlbertaEdmonton, Alberta, Canada",12:15 PM – 1:30 PM US PT,,,,,"PharmacistAlberta Health ServicesEdmonton, Alberta, Canada","Stephanie W. Smith, MD, MSc.",,,,,"Karen Doucette, MD, MSc",,,,,,Location: Virtual,,,,(P-1816) Stepwise Implementation of an Antimicrobial Stewardship Prospective Audit and Feedback Intervention at a Large Academic Center in Canada,,,,Poster Session:,,"PhysicianUniversity of AlbertaEdmonton, Alberta, Canada",,,,,,,,,,,,,,,,,,,
,,"Trine L. Hagen, MD (she/her/hers)",,,,"Saturday, October 19, 2024",,,,,,,S1. Antimicrobial Stewardship program development and implementation,,,693588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=295,,,,,,,12:15 PM – 1:30 PM US PT,,,,,"Infectious Diseases Senior ConsultantAalborg University Hospital ThistedAalborg SO, Nordjylland, Denmark",,,,,,,,,,,,Location: Virtual,,,,(P-1817) Reducing The Use of Piperacillin/Tazobactam for Common Infections – A Danish Quality Improvement Study,,,,Poster Session:,,,,,,,,,,,,,,,,,,,,,
,,"Tyler Brehm, MD (he/him/his)",,,,"Saturday, October 19, 2024",,,,,,,S1. Antimicrobial Stewardship program development and implementation,,"Mohamad Sidani, MD",694121,,,,,,,,,,,"NRSA T-32 Post-doctoral FellowBaylor College of Medicine, Department of Family and Community MedicineHouston, TX, United States",,"Mace Adams, MPH",,,,,,,,,,,,,,,,,,,"Department of Family & Community Medicine, Baylor College of MedicineHouston, Texas, United States","Azalia Mancera, BS",,,,,,,,,"UT HealthHouston, Texas, United States","Roger Zoorob, MPH, MD",,"ChairBaylor College of MedicineHouston, Texas, United States",,,"Lindsey Laytner, PhD, MPH (she/her/hers)",,,,,,,,"Larissa Grigoryan, MD, PhD",,,,,,,"Center for Innovations in Quality, Effectiveness and Safety (IQuESt), Michael E. DeBakey Veterans Affairs Medical CenterHouston, Texas, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=296,,"Associate ProfessorBaylor College of MedicineHouston, Texas, United States",,,,"ProfessorMichael E. DeBakey Veterans Affairs Medical Center / Baylor College of MedicineHouston, Texas, United States",12:15 PM – 1:30 PM US PT,,,,,"Infectious Diseases FellowBaylor College of MedicineRosharon, TX, United States","Kiara Olmeda, MS",,,,,"Barbara Trautner, MD, PhD (she/her/hers)",,,,,,Location: Halls JK,,,,"(P-1818) Pilot Testing of a Stakeholder-driven, Patient Education Intervention in Primary Care to Reduce Use of Antibiotics without a Prescription",,,,Poster Session:,,"Baylor College of MedicineHouston, Texas, United States",,,,,,,,,,,,,,,,,,,
,"Singapore General HospitalSingapore, Singapore","Peijun Yvonne Zhou, BSc Pharm (Hons), MSc",,,,"Saturday, October 19, 2024",,,"Yi Xin Liew, MSc (ID)",,"Assoc ProfSingapore General HospitalSingapore, Singapore",,S1. Antimicrobial Stewardship program development and implementation,,"Kai Chee Hung, BSc (Pharmacy)",693612,,,,,,,,,"Narendran Koomanan, PharmD",,"Specialist PharmacistSingapore General HospitalSingapore, Singapore",,"Lai Wei Lee, MSc (ID)",,,"ConsultantSingapore General HospitalSingapore, Singapore","Singapore General HospitalSingapore, Singapore",,,,,,,,,,,,,,"Boon San Teoh, n/a","PharmacistSingapore General HospitalSingapore, Singapore","Jun Jie Tan, n/a",,,"Siew Yee Thien, MBChB, MRCP",,,,,,"Singapore General HospitalSingapore, Singapore","Nathalie Grace Sy. Chua, PharmD",,"Senior Clinical PharmacistSingapore General HospitalSingapore, Singapore","Maciej Piotr Chlebicki, MBBS, ABIM","A/ProfSingapore General HospitalSingapore, Singapore","Winnie Lee, MSc",,,,,,"Singapore General HospitalSingapore, Singapore","Lay Hoon Andrea Kwa, PharmD","Jia Le Lim, BSc (Pharmacy)",,"Singapore General HospitalSingapore, Singapore",,,,,"Singapore General HospitalSingapore, Singapore",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=297,,"Singapore General HospitalSingapore, Singapore",,,,"Senior PharmacistSingapore General HospitalSingapore, Singapore",12:15 PM – 1:30 PM US PT,,,"Singapore General HospitalSingapore, Singapore",,"Principal Clinical PharmacistSingapore General Hospital, Singapore","YiBo Wang, BSc (Science) (Hons)","Li Wen Loo, BSc (Pharm)(Hons), MSc(ID), BCPS (AQ-ID)",,,"MsSingapore General HospitalSingapore, Singapore","Shena Yun Chun Lim, MPharm",,"Singapore General HospitalSingapore, Singapore",,,,Location: Virtual,,"Cherie Si Le Gan, MRCP",,(P-1819) Point Prevalence Study Is A Useful Tool to Evaluate Effectiveness of Antimicrobial Stewardship Program Strategies in Surgical Departments at Singapore General Hospital,,"Li Xuan Trevina Lee, BPharm",,Poster Session:,"Benjamin Pei Zhi Cherng, MBBS, MRCP","Singapore General HospitalSingapore, Singapore",,,"Singapore General HospitalSingapore, Singapore",,,,,,,,,,"Singapore General HospitalSingapore, Singapore",,,"Shimin Jasmine Chung, M.B.B.S, BSc, MRCP","Daphne Yah Chieh Yii, BSc (Pharmacy)",,
,,"Zahra Kassamali-Escobar, PharmD",,,,"Saturday, October 19, 2024",,,,,,,S1. Antimicrobial Stewardship program development and implementation,,"Rupali Jain, PharmD",693628,,,,,,,,,,,"ProfessorHarborview Medical Center/University of WashingtonSeattle, WA, United States",,"Chloe Bryson-Cahn, MD",,,,,,,,,,,,,,,,,,,"Clinical Associate ProfessorUniversity of Washington Medical Center-MontlakeSeattle, WA, United States","Maria Bajenov, n/a",,,,,,,,,"Medical Director, Antimicrobial Stewardship Harborview Medical CenterHarborview Medical CenterSeattle, Washington, United States","Natalia Martinez-Paz, MPA, MA",,"Program ManagerUniversity of Washington Tele-Antimicrobial Stewardship ProgramSeattle, Washington, United States",,,"John B. Lynch, MD, MPH (he/him/his)",,,,,,,,"Jeannie D. Chan, PharmD",,,,,,,"University of WashingtonSeattle, Washington, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=298,,"Antimcirobial Stewardship PharmacistUniversity of WashingtonSeattle, Washington, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Clinical Pharmacist and Co-DirectorUniversity of Washington Center for Stewardship in Medicine / Fred Hutchinson Cancer CenterSeattle, Washington, United States","Whitney Hartlage, PharmD",,,,,,,,,,,Location: Virtual,,,,(P-1820) Can a Tele-Mentoring Program for Antimicrobial Stewardship Contribute to Program Satisfaction and Staff Retention?,,,,Poster Session:,,"University of Washington Center for Stewardship in MedicineSalt Lake City, Utah, United States",,,,,,,,,,,,,,,,,,,
,,"Daisuke Masuda, MD (he/him/his)",,,,"Friday, October 18, 2024",,,,,,,C7. Bacteremia,,,694297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keiichi Furukawa, MD",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=299,,"HeadAsahi General HospitalAsahi city, Chiba, Japan",,,,,12:15 PM – 1:30 PM US PT,,,,,"Medical ResidentAsahi General HospitalAsahi city, Chiba, Japan",,,,,,,,,,,,Location: Halls JK,,,,(P-801) Epidemiology and Clinical features of 101 Patients with Aeromonas Bacteremia,,,,Poster Session:,,,,,,,,,,,,,,,,,,,,,
,,"Luke Strnad, MD (he/him/his)",,,,"Friday, October 18, 2024",,,,,,,C7. Bacteremia,,,694268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Amanda E. Brunton, MPH",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=300,,"Assistant DirectorCOPD FoundationExeter, New Hampshire, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Associate Professor of MedicineOregon Health and Science UniversityPortland, Oregon, United States",,,,,,,,,,,,Location: Virtual,,,,(P-802) The Predictive Accuracy of Clinical Covariates in Differentiating Staphylococcus aureus Bacteremia with and without Deep-Seated Foci of Infection via Application of Different Variable Selection Methodologies,,,,Poster Session:,,,,,,,,,,,,,,,,,,,,,
,,"Alfred Daniel M. Navarro, Medical Doctor (he/him/his)",,,,"Friday, October 18, 2024",,,,,,,C7. Bacteremia,,,694426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Karl Evans R. Henson, MD, FIDSA (he/him/his)",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=301,,"Director, Department of Advanced Medical EducationThe Medical CityPasig City, National Capital Region, Philippines",,,,,12:15 PM – 1:30 PM US PT,,,,,"Fellow in trainingThe Medical CityPASIG, National Capital Region, Philippines","Cybele Lara R. Abad, MD",,,,,,,,,,,Location: Virtual,,,,(P-803) A 10-year Retrospective Analysis of Staphylococcus aureus Bacteremia in a Philippine Tertiary Hospital,,,,Poster Session:,,"Clinical Associate ProfessorUniversity of the Philippines - Philippine General HospitalManila, National Capital Region, Philippines",,,,,,,,,,,,,,,,,,,
,,"Alec Wesolowski, PharmD, BCIDP",,,,"Friday, October 18, 2024",,,,,,,C7. Bacteremia,,,694160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marisol Fernandez, MD",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=302,,"MDDell Children's Medical Center of Central Texas, Dell Medical School at UT AustinAustin, Texas, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Pediatric Infectious Diseases PharmacistDell Children's Medical CenterAustin, Texas, United States","Kavitha Gilroy, DO",,,,,,,,,,,Location: Halls JK,,,,(P-804) Shorter vs. Longer Duration of Antibiotics in Pediatric Uncomplicated Gram Negative Bacteremia,,,,Poster Session:,,"Dell Children's Medical CenterAustin, Texas, United States",,,,,,,,,,,,,,,,,,,
,,"Annabel KT Choy, MBBS(HK), MRCP(UK), FHKCP, FHKAM",,,,"Friday, October 18, 2024",,,,,,,C7. Bacteremia,,,694492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WS Leung, n/a",,,,,,,,,,,,,,,,,,,,,,,"Tommy HC Tang, n/a",,,,,,,"DrKwong Wah HospitalHong Kong SAR, China, Hong Kong",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=303,,"DrQueen Elizabeth Hospital, Hong Kong SAR, ChinaHong Kong, Hong Kong",,,,,12:15 PM – 1:30 PM US PT,,,,,"DrKwong Wah Hospital, Hong KongHong Kong, Hong Kong","TC Wu, n/a",,,,,,,,,,,Location: Halls JK,,,,(P-805) Factors associated with mortality and morbidity of patients with methicillin-resistant Staphylococcus aureus bacteremia in a regional hospital,,,,Poster Session:,,"DrQueen Elizabeth HospitalHong Kong SAR, China, Hong Kong",,,,,,,,,,,,,,,,,,,
,,"Andrea H. Son, PharmD, BCPS, BCIDP (she/her/hers)",,,,"Friday, October 18, 2024",,,,,,,C7. Bacteremia,,,694639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan K. Morelli, MD",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=304,,"MetroHealth Medical CenterCleveland, Northern Mariana Islands, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Clinical Pharmacy Specialist - Antimicrobial StewardshipThe MetroHealth SystemCleveland, Ohio, United States","Michelle T. Hecker, MD",,,,,,,,,,,Location: Halls JK,,,,"(P-806) How close are we to achieving the trifecta of optimal treatment duration, route of therapy, and repeat blood culture testing for uncomplicated gram-negative bacteremia?",,,,Poster Session:,,"Medical Director of MetroHealth Antimicrobial Stewardship TeamThe MetroHealth SystemCleveland, Ohio, United States",,,,,,,,,,,,,,,,,,,
,,"Alex Stabler, PharmD",,,,"Friday, October 18, 2024",,,,,,,C7. Bacteremia,,,694562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hyunsoo Hwang, PhD",,,,,,,,,,"Chun Feng, M.A.,ASQ",,"The University of Texas MD Anderson Cancer CenterHouston, Texas, United States",,,,,,,,,,,"Nancy Vuong, PharmD, MBIOT, BCPS, BCIDP",,,,,,,"The University of Texas MD Anderson Cancer CenterHouston, Texas, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=305,,"University of Texas MD Anderson Cancer CenterHouston, Texas, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"PharmacistUniversity of Texas MD Anderson Cancer CenterHouston, Texas, United States","Jovan Borjan, PharmD",,,,,,,,,,,Location: Halls JK,,,,(P-807) Evaluation of Risk Factors for Carbapenem-Discordant Enterobacterales Bacteremia at a Large Academic Cancer Institution,,,,Poster Session:,,"PGY2 Infectious Diseases Pharmacy ResidentThe University of Texas MD Anderson Cancer CenterHouston, TX, United States",,,,,,,,,,,,,,,,,,,
,,"David Bayless, MD",,,,"Friday, October 18, 2024",,,,,,,C7. Bacteremia,,"Daniel C. DeSimone, MD",694456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PhysicianMayo ClinicRochester, MN, United States","Grace Hagan, MD",,,,,,,,,,"Jenny Cao, MB, BCh",,"ResidentMayo Clinic College of Medicine & ScienceRochester, Minnesota, United States",,,,,,,,,,,"Larry M. Baddour, MD",,,,,,,"ResidentMayo Clinic College of Medicine & ScienceRochester, Minnesota, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=306,,"PhysicianMayo Clinic College of MedicineRochester, MN, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"ResidentMayo Clinic College of Medicine & ScienceRochester, Minnesota, United States","Brian Lahr, MS",,,,,,,,,,,Location: Halls JK,,,,(P-808) Enterococcal Bloodstream Infection and Infective Endocarditis in a Population-Based Cohort: An Expanded Rochester Epidemiology Project Investigation,,,,Poster Session:,,"StatisticianMayo ClinicRochester, Minnesota, United States",,,,,,,,,,,,,,,,,,,
,,"Caitlin Hart, PharmD",,,,"Friday, October 18, 2024",,,,,,,C7. Bacteremia,,,694165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"James Christoffersen, PharmD, MBA, BCPS",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=307,,"VA Eastern Colorado Health Care SystemAurora, Colorado, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"VA Eastern Colorado Health Care SystemEvergreen, Colorado, United States","Catherine Scott, PharmD, BCPS",,,,,,,,,,,Location: Halls JK,,,,"(P-809) Evaluating the Usage, Safety, and Accuracy of Vancomycin Dosing Practices at VA Eastern Colorado Health Care System (VA ECHCS)",,,,Poster Session:,,"VA Eastern Colorado Health Care SystemAurora, Colorado, United States",,,,,,,,,,,,,,,,,,,
