presenting_author_details,presenting_author_name,co_authors,poster_id,url,error
"Project Lead, Global Health Economics and Outcomes Research;Sanofi Vaccines, Lyon France;Lyon, Rhone-Alpes, France","José Bartelt-Hofer, Dr. (he/him/his)","[{'name': 'Jessie Edwards, Dr.', 'details': 'Discipline of General Practice, University of Adelaide, Australia;Adelaide, South Australia, Australia'}, {'name': 'Jocelyn Moyes, Dr.', 'details': 'Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South Africa;Johannesburg, Gauteng, South Africa'}, {'name': 'Erica Dueger, Dr.', 'details': 'Sanofi Vaccines, Lyon France;Lyon, Rhone-Alpes, France'}, {'name': 'Nigel Stocks, Prof. Dr.', 'details': 'Discipline of General Practice, University of Adelaide, Australia;A, South Australia, Australia'}, {'name': 'Mvuyo Makhasi, Dr.', 'details': 'Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South Africa;Johannesburg, Gauteng, South Africa'}, {'name': 'Sheena Sullivan, Dr.', 'details': 'Department of Infectious Diseases, University of Melbourne;Melbourne, Victoria, Australia'}, {'name': 'Sibongile Walaza, Dr.', 'details': 'Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South Africa;Johannesburg, Gauteng, South Africa'}, {'name': 'Monique Chilver, MPH', 'details': 'Discipline of General Practice, University of Adelaide, Australia;Adelaide, South Australia, Australia'}, {'name': 'Lana Allen, n/a', 'details': 'Discipline of General Practice, University of Adelaide, Australia;Adelaide, South Australia, Australia'}, {'name': 'Daniel Blakeley, n/a', 'details': 'Discipline of General Practice, University of Adelaide, Australia;Adelaide, South Australia, Australia'}, {'name': 'Fahima Moosa, n/a', 'details': 'Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South Africa;Johannesburg, Gauteng, South Africa'}, {'name': 'Anne Von Gottberg, Prof. Dr.', 'details': 'Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South Africa;Johannesburg, Gauteng, South Africa'}, {'name': 'Nicole Wolter, MD', 'details': 'Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South Africa;Johannesburg, Gauteng, South Africa'}, {'name': 'Mignon Du Plessis, Dr.', 'details': 'Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South Africa;Johannesburg, Gauteng, South Africa'}, {'name': 'Cheryl Cohen, n/a', 'details': 'Centre for Respiratory Disease and Meningitis, National Institute for Communicable Diseases, Johannesburg, South Africa.;Johannesburg, Gauteng, South Africa'}, {'name': 'Richard Osborne, Prof. Dr.', 'details': 'Measured Solutions for Health Pty. Ltd., Alphington, Australia;Alphington, Victoria, Australia'}, {'name': 'José Bartelt-Hofer, Dr. (he/him/his)', 'details': 'Project Lead, Global Health Economics and Outcomes Research;Sanofi Vaccines, Lyon France;Lyon, Rhone-Alpes, France'}, {'name': 'Nigel Stocks, Prof. Dr.', 'details': 'Discipline of General Practice, University of Adelaide, Australia;A, South Australia, Australia'}, {'name': 'Mvuyo Makhasi, Dr.', 'details': 'Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South Africa;Johannesburg, Gauteng, South Africa'}, {'name': 'Sheena Sullivan, Dr.', 'details': 'Department of Infectious Diseases, University of Melbourne;Melbourne, Victoria, Australia'}, {'name': 'Sibongile Walaza, Dr.', 'details': 'Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South Africa;Johannesburg, Gauteng, South Africa'}, {'name': 'Monique Chilver, MPH', 'details': 'Discipline of General Practice, University of Adelaide, Australia;Adelaide, South Australia, Australia'}, {'name': 'Lana Allen, n/a', 'details': 'Discipline of General Practice, University of Adelaide, Australia;Adelaide, South Australia, Australia'}, {'name': 'Daniel Blakeley, n/a', 'details': 'Discipline of General Practice, University of Adelaide, Australia;Adelaide, South Australia, Australia'}, {'name': 'Fahima Moosa, n/a', 'details': 'Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South Africa;Johannesburg, Gauteng, South Africa'}, {'name': 'Anne Von Gottberg, Prof. Dr.', 'details': 'Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South Africa;Johannesburg, Gauteng, South Africa'}, {'name': 'Nicole Wolter, MD', 'details': 'Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South Africa;Johannesburg, Gauteng, South Africa'}, {'name': 'Mignon Du Plessis, Dr.', 'details': 'Centre for Respiratory Diseases and Meningitis, National Institute for Communicable Diseases (NICD) of the National Health Laboratory Service, Johannesburg, South Africa;Johannesburg, Gauteng, South Africa'}, {'name': 'Cheryl Cohen, n/a', 'details': 'Centre for Respiratory Disease and Meningitis, National Institute for Communicable Diseases, Johannesburg, South Africa.;Johannesburg, Gauteng, South Africa'}, {'name': 'Richard Osborne, Prof. Dr.', 'details': 'Measured Solutions for Health Pty. Ltd., Alphington, Australia;Alphington, Victoria, Australia'}, {'name': 'José Bartelt-Hofer, Dr. (he/him/his)', 'details': 'Project Lead, Global Health Economics and Outcomes Research;Sanofi Vaccines, Lyon France;Lyon, Rhone-Alpes, France'}]",695243,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=21,
"Chief Development Officer;Appili Therapeutics;Laytonsville, Maryland, United States","Gary S. Nabors, PhD (he/him/his)","[{'name': 'Arthur Baran, MS', 'details': 'Director of Product Development;Appili Therapeutics;Frederick, Maryland, United States'}, {'name': 'Carl Gelhaus, Ph.D.', 'details': 'Director of Nonclinical Research;Appili Therapeutics;Frederick, Maryland, United States'}]",695178,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=22,
"Postdoctoral Research Fellow;Vanderbilt University Medical Center;Nashville, Tennessee, United States","Haya Hayek, MD (she/her/hers)","[{'name': 'Einas Batarseh, MD, MPH', 'details': 'Vanderbilt University Medical Center;Nashville, Tennessee, United States'}, {'name': 'Tess Stopczynski, MS (she/her/hers)', 'details': 'Biostatistician;Vanderbilt University Medical Center;Nashville, Tennessee, United States'}, {'name': 'Lora D. Thomas, MD', 'details': 'Assistant Professor;Virginia Commonwealth University;Richmond, Virginia, United States'}, {'name': 'Lubna Hamdan, MD', 'details': 'Vanderbilt University Medical Center;Nashville, Tennessee, United States'}, {'name': 'Daniel Dulek, MD', 'details': 'Assistant Professor;Vanderbilt University Medical Center;Nashville, Tennessee, United States'}, {'name': 'Zaid Haddadin, MD', 'details': 'Vanderbilt University Medical Center;Nashville, Tennessee, United States'}, {'name': 'Justin Z. Amarin, MD (he/him/his)', 'details': 'Clinical Research Coordinator III;Vanderbilt University Medical Center;Nashville, Tennessee, United States'}, {'name': 'Olla Hamdan, B.Pharm (she/her/hers)', 'details': 'Student;Vanderbilt University Medical Center;Nashville, Tennessee, United States'}, {'name': 'Yasmeen Z. Qwaider, MD', 'details': 'Vanderbilt University Medical Center;Nashville, Tennessee, United States'}, {'name': 'Laura S. Stewart, PhD', 'details': 'Program Manager;Vanderbilt University Medical Center;Nashville, Tennessee, United States'}, {'name': 'Edgar T. Overton, MD', 'details': 'Professor of Medicine;University of Alabama at Birmingham;Birmingham, AL, United States'}, {'name': 'Michael Ison, MD MS (he/him/his)', 'details': 'Chief;Respiratory Diseases Branch, DMID/NIAID/NIH;Derwood, MD, United States'}, {'name': 'Steven A. Pergam, MD, MPH', 'details': 'Associate Professor;Fred Hutchinson Cancer Research Center;Seattle, Washington, United States'}, {'name': 'Andrew J. Spieker, PhD', 'details': 'Assistant Professor;Vanderbilt University Medical Center;Nashville, Tennessee, United States'}, {'name': 'Natasha B. Halasa, MD, MPH (she/her/hers)', 'details': 'Craig Weaver Professor of Pediatrics;Vanderbilt University Medical Center;Nashville, TN, United States'}]",695129,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=23,
"Resident Physician;Rutgers NJMS;Newark, New Jersey, United States","Heather M. Wang, MD (she/her/hers)","[{'name': 'Shirin Voss, MD', 'details': 'Rutgers NJMS;Newark, New Jersey, United States'}, {'name': 'Divya Viswanathan, MD', 'details': 'Rutgers NJMS;Newark, New Jersey, United States'}, {'name': 'Nikita Tangella, MD', 'details': 'Rutgers NJMS;Newark, New Jersey, United States'}, {'name': 'Piyumika de Silva, MD', 'details': 'Rutgers NJMS;Newark, New Jersey, United States'}, {'name': 'Jared Walsh, MD', 'details': 'Rutgers NJMS;Newark, New Jersey, United States'}]",695275,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=24,
"Infectious Diseases Fellow;University of Texas at San Antonio;San Antonio, Texas, United States","Ivanshi Gondalia, MD (she/her/hers)","[{'name': 'Jose Cadena-Zuluaga, MD', 'details': 'University of Texas health and science center San Antonio, Audie L. Murphy VA Medical Center;San Antonio, Texas, United States'}, {'name': 'Delvina Ford, BSN, RN, CIC, CCRN-k', 'details': 'Nurse Manager Infection Prevention;South Texas Veterans Health Care System;San Antonio, Texas, United States'}]",691633,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=25,
"Global Health Economics and Value Strategy Senior Director;CSL Seqirus Inc.;Summit, New Jersey, United States","Joaquin F. Mould-Quevedo, PhD","[{'name': 'Myron J. Levin, MD', 'details': 'Professor;University of Colorado Denver School of Medicine;Aurora, Colorado, United States'}, {'name': 'Neda Al Rawashdh, n/a', 'details': 'IQVIA;Falls Church, Virginia, United States'}, {'name': 'Liliane Mofor, n/a', 'details': 'CSL Seqirus USA;Summit, New Jersey, United States'}, {'name': 'Pablo Anaya, n/a', 'details': 'IQVIA;Falls Church, Virginia, United States'}, {'name': 'Richard M. Zur, n/a', 'details': 'IQVIA;Falls Church, Virginia, United States'}, {'name': 'Emily B. Kahn, n/a', 'details': 'IQVIA;Falls Church, Virginia, United States'}, {'name': 'Daniel Yu, n/a', 'details': 'CSL Seqirus Australia;Melbourne, Victoria, Australia'}, {'name': 'Joaquin F. Mould-Quevedo, PhD', 'details': 'Global Health Economics and Value Strategy Senior Director;CSL Seqirus Inc.;Summit, New Jersey, United States'}]",695277,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=26,
"Director, US HEOR, Vaccines;GSK;Philadelphia, Pennsylvania, United States","Justin Gatwood, PhD, MPH","[{'name': 'Catherine B. McGuiness, MA, MS', 'details': 'Senior Consultant;IQVIA;Plymouth Meeting, Pennsylvania, United States'}, {'name': 'Marie Yasuda, PharmD, MS', 'details': 'IQVIA;Wayne, Pennsylvania, United States'}, {'name': 'Chi-Chang Chen, PhD, MSPharm', 'details': 'Principal, Medical and Scientific Services;IQVIA;Plymouth Meeting, Pennsylvania, United States'}, {'name': 'Nikita Stempniewicz, MSc', 'details': 'Director, US Vaccines Health Economics and Outcomes Research;GSK;Philadelphia, Pennsylvania, United States'}]",695322,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=27,
"Director, US HEOR, Vaccines;GSK;Philadelphia, Pennsylvania, United States","Justin Gatwood, PhD, MPH","[{'name': 'Sophie Dodman, BSc', 'details': 'Evidera;London, England, United Kingdom'}, {'name': 'Aiswarya Shree, MSc', 'details': 'Evidera;London, England, United Kingdom'}, {'name': 'Bhanu Inuganti, MSc', 'details': 'Evidera;London, England, United Kingdom'}, {'name': 'Carol A. Forbes, PhD', 'details': 'Senior Research Scientist;Evidera;London, England, United Kingdom'}, {'name': 'Nikita Stempniewicz, MSc', 'details': 'Director, US Vaccines Health Economics and Outcomes Research;GSK;Philadelphia, Pennsylvania, United States'}]",695315,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=28,
"Director, Scientific Affairs;PRIME Education;Brighton, Michigan, United States","Leah Molloy, PharmD (she/her/hers)","[{'name': 'Laurie Archbald-Pannone, MD, MPH', 'details': 'University of Virginia School of Medicine;Charlottesville, Virginia, United States'}, {'name': 'Angie D. Settle, DNP, APRN, BC, FNP', 'details': 'West Virginia Health Right, Inc.;Charleston, West Virginia, United States'}, {'name': 'Leah Molloy, PharmD (she/her/hers)', 'details': 'Director, Scientific Affairs;PRIME Education;Brighton, Michigan, United States'}, {'name': 'Laura Simone, PhD', 'details': 'Executive Director, Scientific Affairs;PRIME Education, LLC;Fort Lauderdale, Florida, United States'}, {'name': 'Chris Napolitan, n/a', 'details': 'Managing Director;PRIME Education;Brooklyn, New York, United States'}, {'name': 'Jeffrey D. Carter, PhD', 'details': 'Director, Population Health and Research;PRIME Education, LLC;Fort Lauderdale, Florida, United States'}, {'name': 'Jacqueline Maytorena, Master of Public Health', 'details': 'Project Coordinator;PRIME Education;Phoenix, Arizona, United States'}, {'name': 'Kelly E. Pillinger, PharmD', 'details': 'Associate Director, Scientific Affairs;PRIME Education;New York, New York, United States'}, {'name': 'Laura Simone, PhD', 'details': 'Executive Director, Scientific Affairs;PRIME Education, LLC;Fort Lauderdale, Florida, United States'}, {'name': 'Chris Napolitan, n/a', 'details': 'Managing Director;PRIME Education;Brooklyn, New York, United States'}, {'name': 'Jeffrey D. Carter, PhD', 'details': 'Director, Population Health and Research;PRIME Education, LLC;Fort Lauderdale, Florida, United States'}, {'name': 'Jacqueline Maytorena, Master of Public Health', 'details': 'Project Coordinator;PRIME Education;Phoenix, Arizona, United States'}, {'name': 'Kelly E. Pillinger, PharmD', 'details': 'Associate Director, Scientific Affairs;PRIME Education;New York, New York, United States'}]",695495,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=29,
"Fellow;National Taiwan University Hospital;Banciao, New Taipei, Taiwan (Republic of China)","Liang-En Hwang, MD, National Yang-Ming University (he/him/his)","[{'name': 'Kuan-Yin Lin, Attending physician', 'details': 'National Taiwan University Hospital;Zhongzheng District, Taipei, Taiwan'}, {'name': 'Ping-Huei Tseng, Clinical Professor (Internal Medicine)', 'details': 'National Taiwan University Hospital;Zhongzheng District, Taipei, Taiwan'}, {'name': 'Shao-Yi Cheng, Director & Professor (Family Medicine)', 'details': 'National Taiwan University Hospital;Zhongzheng District, Taipei, Taiwan'}, {'name': 'Ming-Ju Hsieh, Clinical Associate Professor (Department of Emergency Medicine, College of Medicine)', 'details': 'National Taiwan University Hospital;Zhongzheng District, Taipei, Taiwan'}, {'name': 'Yu-Tsung Huang, Attending physician (Department of laboratory medicine)', 'details': 'National Taiwan University Hospital;Zhongzheng District, Taipei, Taiwan'}, {'name': 'Sung-Ching Pan, Attending Physician', 'details': 'National Taiwan University Hospital;Zhongzheng District, Taipei, Taiwan'}, {'name': 'Han-Mo Chiu, Clinical associate professor (Department of Internal Medicine)', 'details': 'National Taiwan University Hospital;Zhongzheng District, Taipei, Taiwan'}, {'name': 'Yee-Chun Chen, MD, PhD', 'details': 'Professor;National Taiwan University Hospital;Taipei, Taipei, Taiwan (Republic of China)'}]",695490,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=30,
"Internal Medicine Resident;Ascension St. John Hospital;Grand Rapids, Michigan, United States","Kory Kropman, MD","[{'name': 'Amit T. Vahia, MD, MPh', 'details': 'Clinical Faculty and Associate Director of Infection Control;Ascension St. John Hospital;Grosse Pointe Woods, Michigan, United States'}, {'name': 'Susan M. Szpunar, PhD', 'details': 'Director, Biomedical Investigations and Research;Ascension St. John Hospital, MI, United States'}, {'name': 'Leonard B. Johnson, MD', 'details': 'Program Director;Ascension St. John Hospital;Detroit, Michigan, United States'}]",695297,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=31,
"Assistant professor;Graduate School of Medical and Dental Sciences, Tokyo Medical and Dental University (TMDU);Bunkyo-ku, Tokyo, Japan","Takashi Kurita, MD, PhD","[{'name': 'Akio Yamamoto, M.D., Ph.D', 'details': 'Graduate School of Medical and Dental Sciences, Tokyo Medical and Dental University (TMDU), Tokyo;Bunkyo-ku, Tokyo, Japan'}, {'name': 'Tadashi Hosoya, M.D., Ph.D', 'details': 'Graduate School of Medical and Dental Sciences, Tokyo Medical and Dental University (TMDU);Bunkyo-ku, Tokyo, Japan'}, {'name': 'Marina Tsuchida, M.D.', 'details': 'Graduate School of Medical and Dental Sciences, Tokyo Medical and Dental University (TMDU);Bunkyo-ku, Tokyo, Japan'}, {'name': 'Shinsuke Yasuda, M.D., Ph.D', 'details': 'Graduate School of Medical and Dental Sciences, Tokyo Medical and Dental University (TMDU);Bunkyo-ku, Tokyo, Japan'}, {'name': 'Yoshiaki Gu, MD, PhD, MPH', 'details': 'Tokyo Medical and Dental University;Bunkyo-ku, Tokyo, Japan'}]",695528,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=32,
"Global Medical Evidence Generation Lead - Influenza;Sanofi;LYON, Rhone-Alpes, France","Laurence Torcel-Pagnon, Msc (she/her/hers)","[{'name': 'Laurent Coudeville, phD', 'details': 'Modeling & Analytics senior expert - New Products innovation;Sanofi;LYON, Rhone-Alpes, France'}, {'name': 'Sandra S. Chaves, MD, MSc', 'details': 'Sanofi Pasteur;Lyon, Languedoc-Roussillon, France'}]",695160,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=33,
"Director, US Health Economics and Outcomes Research;GSK;Philadelphia, Pennsylvania, United States","Elizabeth M. La, PhD","[{'name': 'Catherine B. McGuiness, MA, MS', 'details': 'Senior Consultant;IQVIA;Plymouth Meeting, Pennsylvania, United States'}, {'name': 'David Singer, PharmD, MS', 'details': 'Director, US Health Economics and Outcomes Research;GSK;Philadelphia, Pennsylvania, United States'}, {'name': 'Marie Yasuda, PharmD, MS', 'details': 'IQVIA;Wayne, Pennsylvania, United States'}, {'name': 'Chi-Chang Chen, PhD, MSPharm', 'details': 'Principal, Medical and Scientific Services;IQVIA;Plymouth Meeting, Pennsylvania, United States'}]",693366,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=34,
"Director, US Health Economics and Outcomes Research;GSK;Philadelphia, Pennsylvania, United States","Elizabeth M. La, PhD","[{'name': 'Carolyn Sweeney, MPH', 'details': 'RTI-HS;Research Triangle Park, North Carolina, United States'}, {'name': 'David Singer, PharmD, MS', 'details': 'Director, US Health Economics and Outcomes Research;GSK;Philadelphia, Pennsylvania, United States'}, {'name': 'Eric Davenport, MStat, MEcon', 'details': 'RTI Health Solutions;Triangle Research Park, North Carolina, United States'}, {'name': 'Sarah Calhoun, MBA', 'details': 'RTI Health Solutions;Research Triangle Park, North Carolina, United States'}, {'name': 'Andrea Harmelink, PhD, FNP', 'details': 'GSK;Research triangle Park, North Carolina, United States'}]",695320,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=35,
"Fellow;Detroit Medical Center/Wayne State University;West Bloomfield, Michigan, United States","Maurice Marshall, DO (he/him/his)","[{'name': 'Shira Heisler, MD', 'details': 'DMC/Wayne State University;Detroit, Michigan, United States'}, {'name': 'Paul Kim, BS', 'details': 'DMC/Wayne State University;Detroit, Michigan, United States'}, {'name': 'Gretchen Newman, MD (she/her/hers)', 'details': 'Assistant Professor;Wayne State University School of Medicine;Rochester Hills, MI, United States'}, {'name': 'Lauren Touleyrou, MD', 'details': 'Assistant Professor;Wayne State University;Detroit, Michigan, United States'}]",695345,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=36,
"Infection Control Office Director;Saitama prefectural Children's Medical Center;Saitama-shi, Saitama, Japan","Mihoko Furuichi, MD","[{'name': 'Tomohiro Katsuta, MD, PhD (he/him/his)', 'details': 'Associate professor;St. Marianna University School of Medicine;Kawasaki, Kanagawa, Japan'}, {'name': 'Yukitsugu Nakamura, MD, PhD', 'details': 'St Marianna University School of Medicine;Kawasaki, Kanagawa, Japan'}, {'name': 'Eisuke Suganuma, M.D.,Ph.D.', 'details': ""Saitama prefectural Children's Medical Center;Saitama-shi, Saitama, Japan""}, {'name': 'Naoki Shimizu, MD, PhD', 'details': 'St. Marianna University School of Medicine;Kawasaki, Kanagawa, Japan'}]",695221,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=37,
"Senior Director;Pfizer;New York, New York, United States","Negar Aliabadi, MD, MS","[{'name': 'Qing Liu, M.S.', 'details': 'Pfizer Inc.;Collegeville, Pennsylvania, United States'}, {'name': 'Julio A. Ramirez, MD, FACP', 'details': 'Chief Scientific Officer;Norton Healthcare;Louisville, Kentucky, United States'}, {'name': 'Allison McGeer, MD', 'details': 'Dr.;Mt. Sinai Hospital;Toronto, Ontario, Canada'}, {'name': 'Ruth Carrico, PhD, DNP, APRN', 'details': 'Norton Healthcare;Louisville, Kentucky, United States'}, {'name': 'Samira Mubareka, MD', 'details': 'Scientist;Sunnybrook Health Sciences Centre, University of Toronto;Toronto, Ontario, Canada'}, {'name': 'Sonal Uppal, Ph.D.', 'details': 'Clinical Scientist - Senior Manager;Pfizer;Champaign, Illinois, United States'}, {'name': 'Stephen Furmanek, MPH', 'details': 'Norton Healthcare;Louisville, Kentucky, United States'}, {'name': 'Zoe Zhong, PhD (she/her/hers)', 'details': 'Clinical research manger;Sinai Health System, University of Toronto;Toronto, Ontario, Canada'}, {'name': 'Thomas R. Chandler, MPH', 'details': 'Biostatistician;Norton Healthcare;Louisville, Kentucky, United States'}, {'name': 'Caroline Kassee, MPH', 'details': 'Epidemiologist;Sinai Health System;Toronto, Ontario, Canada'}, {'name': 'Ashley M. Wilde, PharmD, BCIDP', 'details': 'Director, Infectious Diseases Clinical Program and Research;Norton Healthcare;Louisville, Kentucky, United States'}, {'name': 'Kevin Katz, MD', 'details': 'Head, Microbiology;North York General Hospital;Toronto, Ontario, Canada'}, {'name': 'Alan Junkins, PhD, D(ABMM)', 'details': 'Chief of Microbiology;Norton Healthcare;Louisville, Kentucky, United States'}, {'name': 'Christie Vermeiren, PhD', 'details': 'Shared Health Laboratories;Toronto, Ontario, Canada'}, {'name': 'Verna Welch, PhD, MPH', 'details': 'Pfizer;Collegeville, Pennsylvania, United States'}, {'name': 'Malak Elsobky, MD', 'details': 'Pfizer Canada;Toronto, Ontario, Canada'}, {'name': 'Bradford D. Gessner, M.D., M.P.H.', 'details': 'Vice President Global Medical Lead for Respiratory Vaccines;Pfizer Biopharma Group;Collegeville, Pennsylvania, United States'}, {'name': 'Elizabeth Begier, MD,  M.P.H.', 'details': 'Senior Director, Scientific Affairs Lead, RSV Antiviral/Adult Vaccine Program;Pfizer Vaccines;Dublin, Dublin, Ireland'}]",695499,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=38,
